X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
62.500,0.000,0.000,6.879,17.831,0.0,1.0e-06,0.100
62.500,0.000,0.000,9.328,58.520,0.1,9.6e-05,0.515
62.500,0.000,0.000,6.791,17.732,0.3,1.2e-04,0.461
62.500,0.000,0.000,8.321,18.422,0.4,1.1e-04,0.407
62.500,0.000,0.000,8.211,21.852,0.4,1.1e-04,0.453
62.500,0.000,0.000,0.000,27.476,0.3,1.0e-04,0.488
