X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
62.500,0.000,0.000,5.066,14.199,0.0,1.0e-06,0.100
62.500,0.000,0.000,8.973,89.601,0.1,8.9e-05,0.490
62.500,0.000,0.000,4.892,23.868,0.2,1.2e-04,0.518
62.500,0.000,0.000,7.808,18.179,0.4,1.1e-04,0.382
62.500,0.000,0.000,8.327,19.209,0.3,1.1e-04,0.437
62.500,0.000,0.000,0.000,21.386,0.4,1.1e-04,0.440
