X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
62.500,0.000,0.000,6.714,17.068,0.0,1.0e-06,0.100
62.500,0.000,0.000,9.895,67.386,0.1,9.5e-05,0.514
62.500,0.000,0.000,6.406,16.019,0.3,1.2e-04,0.457
62.500,0.000,0.000,8.268,18.640,0.4,1.1e-04,0.406
62.500,0.000,0.000,8.277,21.152,0.4,1.1e-04,0.449
62.500,0.000,0.000,0.000,26.391,0.4,1.0e-04,0.482
