,sensitivity,confidence
$\mathrm{thk}_{1}$,1.733266916340367,1.0816679375798322
$\mathrm{thk}_{2}$,1.7714388355756292,1.0973766805363527
$\mathrm{thk}_{3}$,2.012357270041151,1.1625235616490235
$\mathrm{thk}_{4}$,1.8392691556946659,1.1523227443185018
$\mathrm{thk}_{5}$,2.061670054958834,1.3210969183763284
$\mathrm{thk}_{6}$,1.9909408167446994,1.0508430278375875
$\mathrm{thk}_{7}$,2.1322962076374314,1.2600010795418353
$\rho_{1}$,2.126821970003111,1.2517884207170333
$\rho_{2}$,1.9865873405679473,1.1602082513598406
$\rho_{3}$,1.7431534574198306,1.1212649564117103
$\rho_{4}$,1.7253726701720236,1.0072615415962216
$\rho_{5}$,2.0588386545268205,1.3898431082412726
$\rho_{6}$,1.9655667606617577,1.2689849317456228
$\rho_{7}$,1.4781328155253828,0.9161845871037136
$\rho_{8}$,1.628236342120147,1.0112272133550233
