tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23,tg_24,tg_25,tg_26,tg_27,tg_28,tg_29,tg_30,tg_31
1.54486e-02,1.45303e-02,1.02174e-02,6.43603e-03,3.44788e-03,1.69745e-03,9.60298e-04,6.01640e-04,3.45726e-04,1.84952e-04,1.12691e-04,7.41537e-05,4.50959e-05,2.64006e-05,1.69360e-05,1.18123e-05,7.56316e-06,4.62434e-06,3.07325e-06,2.16527e-06,1.36950e-06,8.28666e-07,5.45512e-07,3.76938e-07,2.40504e-07,1.41615e-07,9.06548e-08,6.20597e-08,3.94468e-08,2.29409e-08,1.46083e-08,1.00401e-08
1.54486e-02,1.45303e-02,1.02174e-02,6.43603e-03,3.44788e-03,1.69750e-03,9.60416e-04,6.01778e-04,3.45781e-04,1.84762e-04,1.12211e-04,7.34083e-05,4.40988e-05,2.53567e-05,1.60745e-05,1.11865e-05,7.24408e-06,4.55893e-06,3.14931e-06,2.31078e-06,1.54304e-06,9.84598e-07,6.72915e-07,4.80074e-07,3.16642e-07,1.91677e-07,1.25081e-07,8.65393e-08,5.51777e-08,3.20785e-08,2.03789e-08,1.39494e-08
9.88882e-03,1.09041e-02,1.06208e-02,9.19670e-03,6.68069e-03,4.00398e-03,2.44712e-03,1.57329e-03,8.96762e-04,4.64762e-04,2.71376e-04,1.70274e-04,9.66906e-05,5.20737e-05,3.08926e-05,2.02668e-05,1.21971e-05,7.01875e-06,4.50585e-06,3.11976e-06,1.93233e-06,1.14836e-06,7.48082e-07,5.12101e-07,3.23263e-07,1.88227e-07,1.19202e-07,8.07964e-08,5.07473e-08,2.90611e-08,1.82726e-08,1.24415e-08
1.18289e-02,1.10065e-02,8.96531e-03,7.06311e-03,4.98136e-03,3.12537e-03,2.04191e-03,1.39368e-03,8.56524e-04,4.81010e-04,2.95377e-04,1.92828e-04,1.13997e-04,6.28752e-05,3.78227e-05,2.49220e-05,1.49027e-05,8.47815e-06,5.38569e-06,3.69521e-06,2.26044e-06,1.32709e-06,8.57469e-07,5.82740e-07,3.64972e-07,2.10985e-07,1.32754e-07,8.94838e-08,5.58671e-08,3.17579e-08,1.98542e-08,1.34664e-08
1.43461e-02,1.32811e-02,9.07452e-03,5.67938e-03,3.17719e-03,1.77792e-03,1.17439e-03,8.52176e-04,5.86986e-04,3.80416e-04,2.62570e-04,1.89001e-04,1.24080e-04,7.49238e-05,4.83534e-05,3.33395e-05,2.06065e-05,1.20422e-05,7.72277e-06,5.28999e-06,3.22063e-06,1.87640e-06,1.20241e-06,8.10111e-07,5.01460e-07,2.85699e-07,1.77371e-07,1.18245e-07,7.29841e-08,4.08550e-08,2.51787e-08,1.68784e-08
1.54514e-02,1.45352e-02,1.02240e-02,6.44314e-03,3.45357e-03,1.69993e-03,9.60568e-04,6.00732e-04,3.44172e-04,1.83386e-04,1.11330e-04,7.29614e-05,4.40957e-05,2.56463e-05,1.64132e-05,1.14753e-05,7.41328e-06,4.59198e-06,3.08934e-06,2.20063e-06,1.41210e-06,8.66059e-07,5.75144e-07,4.00295e-07,2.57179e-07,1.52141e-07,9.76854e-08,6.69720e-08,4.25670e-08,2.47277e-08,1.57205e-08,1.07838e-08
1.54470e-02,1.45264e-02,1.02109e-02,6.42693e-03,3.43690e-03,1.68773e-03,9.53896e-04,5.98434e-04,3.45448e-04,1.86337e-04,1.14467e-04,7.58235e-05,4.63680e-05,2.72202e-05,1.75368e-05,1.23079e-05,7.96833e-06,4.94309e-06,3.32717e-06,2.36976e-06,1.51992e-06,9.31253e-07,6.17678e-07,4.29342e-07,2.75342e-07,1.62487e-07,1.04075e-07,7.11934e-08,4.51271e-08,2.61212e-08,1.65559e-08,1.13304e-08
1.54486e-02,1.45303e-02,1.02175e-02,6.43633e-03,3.44866e-03,1.69921e-03,9.63018e-04,6.04936e-04,3.49076e-04,1.87575e-04,1.14409e-04,7.50837e-05,4.51890e-05,2.58950e-05,1.62651e-05,1.11572e-05,7.01997e-06,4.22069e-06,2.77896e-06,1.94952e-06,1.22845e-06,7.43181e-07,4.90596e-07,3.39963e-07,2.17699e-07,1.28766e-07,8.28166e-08,5.69529e-08,3.64089e-08,2.13225e-08,1.36465e-08,9.40885e-09
1.54486e-02,1.45303e-02,1.02174e-02,6.43603e-03,3.44788e-03,1.69751e-03,9.60444e-04,6.01894e-04,3.46124e-04,1.85476e-04,1.13221e-04,7.46057e-05,4.53934e-05,2.65213e-05,1.69484e-05,1.17629e-05,7.47222e-06,4.52815e-06,2.99047e-06,2.09769e-06,1.31954e-06,7.94832e-07,5.22028e-07,3.60116e-07,2.29521e-07,1.35183e-07,8.65914e-08,5.93239e-08,3.77555e-08,2.20006e-08,1.40375e-08,9.66508e-09
1.54486e-02,1.45303e-02,1.02174e-02,6.43603e-03,3.44788e-03,1.69750e-03,9.60413e-04,6.01788e-04,3.45836e-04,1.84924e-04,1.12516e-04,7.38624e-05,4.47086e-05,2.60177e-05,1.66510e-05,1.16373e-05,7.51136e-06,4.64844e-06,3.12561e-06,2.22570e-06,1.42748e-06,8.74966e-07,5.80765e-07,4.04037e-07,2.59477e-07,1.53448e-07,9.84894e-08,6.74975e-08,4.28789e-08,2.48937e-08,1.58197e-08,1.08497e-08
7.55927e-03,8.23837e-03,8.14372e-03,7.59257e-03,6.34781e-03,4.58028e-03,3.24078e-03,2.31165e-03,1.47208e-03,8.49612e-04,5.26936e-04,3.45484e-04,2.04250e-04,1.11458e-04,6.58663e-05,4.24281e-05,2.43821e-05,1.30872e-05,7.86677e-06,5.14024e-06,2.93234e-06,1.60518e-06,9.90027e-07,6.44748e-07,3.85161e-07,2.13755e-07,1.30255e-07,8.59239e-08,5.29282e-08,2.96909e-08,1.83649e-08,1.23702e-08
