,sensitivity,confidence
$\mathrm{thk}_{1}$,2.0027101678696155,1.1310971367863194
$\mathrm{thk}_{2}$,1.8559774827980462,1.042698993536065
$\mathrm{thk}_{3}$,1.8772230454247967,1.0360991583696082
$\mathrm{thk}_{4}$,2.004766170382757,1.1786815995385527
$\mathrm{thk}_{5}$,1.9953479311271445,1.0894901810001447
$\mathrm{thk}_{6}$,1.9750158382777918,1.2115208298857398
$\mathrm{thk}_{7}$,1.9564598357969873,1.040654008348923
$\rho_{1}$,1.985927342986578,1.1720721644046506
$\rho_{2}$,1.9130233420605915,1.049863505253597
$\rho_{3}$,1.8615494364982759,1.0471723086766394
$\rho_{4}$,1.9784380038384821,1.1685501326762182
$\rho_{5}$,1.995262826758616,1.1096283054063443
$\rho_{6}$,1.9981360203896847,1.1376531759543504
$\rho_{7}$,1.8057867559556904,0.9892509562950146
$\rho_{8}$,2.015128738621585,1.0858868878033823
