,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,7.81476317994829e-06,-1.3438244109203072e-07,-8.186834329788148e-08,-6.308547834302443e-09,-3.179818448439168e-06,-7.241982006136763e-08,1.318850232821689e-09,5.707600118413018e-10,-2.0355571103033047e-10,-9.78825857380092e-10,-2.9293365938557993e-07,0.00021323318251347456,-3.981017300583372e-05,-3.394370904867183e-05,-3.253348858330227e-05,-0.0002752340815893693,0.004484978529940343,0.13586850744266155,0.3510091724448201,0.15071392346799817,0.09067155196505082,0.3818126359185776,0.6409312850447355,-5.312031095404403e-05,3.0032718025136245e-05,2.9336107958691213e-05,3.5402528489315364e-05,0.0002788836601284586,-0.00143407508163298
dB/dt tg02,5.794438585296697e-06,5.536088822329032e-07,5.123271885897557e-07,2.5230329160750254e-07,-4.392212596194768e-06,-3.792617468275624e-08,1.4555673443382677e-09,9.48522499401136e-10,6.740616776433274e-10,5.7806605324132674e-09,-2.0582067585136543e-07,8.20355422668525e-05,-3.357649173350412e-05,-3.106957746783984e-05,-3.598241972117009e-05,-0.00031754220940282904,0.0031314625822100196,0.0692806254676074,0.22569394332604592,0.09828028270106177,0.060020119282567064,0.23253656409937065,0.45098764690663556,-2.7778475089934943e-05,2.0370510336580524e-05,2.2184519448316964e-05,3.1021648251672726e-05,0.0002611451665598281,-0.0010086887883221643
dB/dt tg03,3.878952357008674e-06,6.62700569720937e-07,5.867204600472182e-07,2.2665027700034615e-07,-4.1077267835320594e-06,-1.7079548983403097e-08,1.2673883153252711e-09,9.513108382708297e-10,9.37382061927676e-10,7.485558135552012e-09,-1.3127599331835942e-07,1.3691337191248547e-05,-2.4173835426535236e-05,-2.3822926601213875e-05,-3.0427566118243282e-05,-0.00026128440364120534,0.001982563222325673,0.02963322685478093,0.11081139481230842,0.05282946633857418,0.03383953882360545,0.11241017284997482,0.288095363610519,-1.2469718533478893e-05,1.0833478160567291e-05,1.3949939193370944e-05,2.2266099788602955e-05,0.0001924054842887088,-0.0006441454070667909
dB/dt tg04,2.3482355089423164e-06,4.903637904819643e-07,4.07795126729132e-07,9.579500644308066e-08,-2.998616620584903e-06,-7.0829103479903515e-09,9.027350983167094e-10,7.302708325332093e-10,8.013617509457269e-10,6.0542604538192445e-09,-7.668021891996027e-08,-9.173461831678692e-06,-1.4491438355576282e-05,-1.531725668038503e-05,-2.079353315554139e-05,-0.00016545532625856772,0.001148330972784484,0.011194190204392152,0.026931742534154934,0.020453819670726982,0.015238261799113856,0.0354631762102639,0.16853298862745253,-5.137341157097832e-06,3.767836491468865e-06,6.958435500185037e-06,1.2982458392893036e-05,0.00011226839636870681,-0.00037674635208516816
dB/dt tg05,1.5245745086509523e-06,3.7407705328367803e-07,2.8681084184110773e-07,3.56829270530336e-08,-2.139232093813808e-06,-3.251017438443358e-09,6.280956611185551e-10,5.395715075751828e-10,6.24772388041592e-10,4.521433116614019e-09,-4.884738212972122e-08,-1.3837455989693522e-05,-8.713586951530867e-06,-1.0012635545507474e-05,-1.4248233993037677e-05,-0.00010577480977098126,0.0007261761247471163,0.004394508226296002,-0.009531982252438207,0.005668542388515079,0.006512488876932962,0.005068931894899756,0.10747583620734547,-2.3326386779612104e-06,8.758622202955849e-07,3.520012802886459e-06,7.782365540539137e-06,6.734400443140449e-05,-0.00024024770914223773
dB/dt tg06,1.044885519152357e-06,2.9589676296362905e-07,2.0830949434654758e-07,7.701820092586798e-09,-1.5443598204466885e-06,-1.6202698542495347e-09,4.387261194281543e-10,3.9954953387131803e-10,4.800278129796367e-10,3.3487635982324356e-09,-3.32691095177434e-08,-1.348977029198476e-05,-5.312717039207319e-06,-6.72005969870413e-06,-9.975168102980695e-06,-6.964506268139531e-05,0.0004913901066135119,0.0016599721648639357,-0.023605894219578035,-0.001119751508042176,0.0022312667659135843,-0.006873071512292965,0.07325512865686938,-1.1430446231535958e-06,-1.8767813955906726e-07,1.7960489999024105e-06,4.818619726423877e-06,4.189030429422373e-05,-0.0001637645655936406
dB/dt tg07,6.474357849019863e-07,2.1652668017162242e-07,1.3503734458563212e-07,-1.1391288806549969e-08,-9.952922910539347e-07,-7.08581745653558e-10,2.6565145432610973e-10,2.6360640462944066e-10,3.300275422409912e-10,2.198427509549207e-09,-2.0786152361403366e-08,-1.087521664531642e-05,-2.6651862953759546e-06,-3.935403580744911e-06,-6.179139157802123e-06,-3.9864650267159715e-05,0.00030447696645710106,0.00030023454797185813,-0.027148604092897658,-0.004792121866957014,-0.0005016784592128847,-0.011891040426453682,0.04579942643744046,-4.825863707277402e-07,-4.858278047092427e-07,6.658590728168809e-07,2.5125888847537266e-06,2.2155816784243245e-05,-0.0001024126822195336
dB/dt tg08,3.6779778831787073e-07,1.4896314775564083e-07,8.094323105614116e-08,-1.784385493718786e-08,-5.791363577440859e-07,-2.9520616195652406e-10,1.384381037948434e-10,1.5577666194487648e-10,2.0498772812363242e-10,1.2944510074438599e-09,-1.2191164268119151e-08,-7.657560888002357e-06,-1.0733074750194852e-06,-2.0205784927868403e-06,-3.4184402777943022e-06,-2.017691360651795e-05,0.00017679917221955397,-0.0001645334845672485,-0.022019016459737403,-0.005470262218241754,-0.0016397260817149857,-0.01137890765155051,0.026871244853455364,-1.87881026273189e-07,-2.713818253748466e-07,1.5386189046881058e-07,1.1035979915887158e-06,1.0126070382260698e-05,-6.0119143003679704e-05
dB/dt tg09,2.2739522881889347e-07,1.0827946515247903e-07,5.418914235874197e-08,-1.587931294538823e-08,-3.633655066318034e-07,-1.347735047034539e-10,7.656043727227699e-11,9.785128492796599e-11,1.3499535946596556e-10,8.191860540895505e-10,-7.865716805900493e-09,-5.59900727150472e-06,-4.7172599749990867e-07,-1.1302199356958945e-06,-2.0499283637071723e-06,-1.1434737800954216e-05,0.00011307035407383922,-0.00027642440546312363,-0.01543744851408264,-0.004695440746883531,-0.0017441717141656,-0.00911364334590063,0.01733681315056079,-7.614600611618414e-08,-2.268899039819076e-08,4.67598833874004e-08,5.464926055453587e-07,5.329606775917751e-06,-3.8812179014532975e-05
dB/dt tg10,1.5058397082354673e-07,8.12208361530403e-08,3.8861560875972e-08,-1.289473453992488e-08,-2.429001879404024e-07,-6.771094368769392e-11,4.4957099664018446e-11,6.49315471070009e-11,9.35724964829377e-11,5.507874130401079e-10,-5.458734421296071e-09,-4.24436040694832e-06,-2.2898462969857942e-07,-6.81916435833566e-07,-1.3155029230496061e-06,-7.087508498309388e-06,7.786320506312117e-05,-0.00028052525073563516,-0.010459519625268327,-0.0037593029980609004,-0.0015697963706637237,-0.007050244711574092,0.01202840598269434,-3.1156433210873094e-08,1.1265405980465859e-07,3.8623480252420565e-08,3.0608785574898635e-07,3.175161501715913e-06,-2.694620226780468e-05
dB/dt tg11,8.794968689558088e-08,5.399855753327191e-08,2.5082217150407226e-08,-9.260570775668105e-09,-1.431967123411543e-07,-2.865407315169281e-11,2.2033486469726456e-11,3.7542080254230645e-11,5.7398162019048615e-11,3.261944480152194e-10,-3.4274410742467865e-09,-2.927612755171251e-06,-9.261587775286117e-08,-3.5204476702108435e-07,-7.333933436490691e-07,-3.818425248854521e-06,4.837694075334482e-05,-0.00023619203724916255,-0.005767066423042546,-0.00259133386095623,-0.001223963528036998,-0.004782634216063173,0.007547574374749065,-6.920880534984619e-09,1.674538423535567e-07,5.369149251053202e-08,1.562462225950966e-07,1.7027445828241122e-06,-1.692583759184049e-05
dB/dt tg12,4.8932065478606565e-08,3.344373442754053e-08,1.5550994040817766e-08,-5.994381710610561e-09,-8.031837146734294e-08,-1.0641225083938163e-11,1.0019268936674747e-11,2.038330246075338e-11,3.330673537316066e-11,1.8351691053100683e-10,-2.0856691827790208e-09,-1.948071997545574e-06,-4.080436991310562e-08,-1.730983493466824e-07,-3.872735625186134e-07,-1.981788137999043e-06,2.9086489321131766e-05,-0.00018029625798750203,-0.0027339096347896935,-0.0015977393839538801,-0.0008521629969056413,-0.0029763482979989556,0.004588012224403587,2.606586027216548e-09,1.4603540219806555e-07,6.497484836153865e-08,9.124742247355098e-08,9.535752619636152e-07,-1.0302728941044994e-05
dB/dt tg13,3.004146334718777e-08,2.2027772472347368e-08,1.0474719226154673e-08,-3.930804458719564e-09,-4.9679261081632845e-08,-2.3318279297820525e-12,5.260167337115169e-12,1.22090169825602e-11,2.1062543103027443e-11,1.1389773126311759e-10,-1.385176598450234e-09,-1.394512911809493e-06,-2.310295033078353e-08,-9.790341978636675e-08,-2.2906750954587392e-07,-1.1743012146367268e-06,1.9113231327040058e-05,-0.00014288055179542921,-0.0014187589336749954,-0.0010220882782099596,-0.0005995563014451808,-0.0019510868927076247,0.0030436905697362477,6.340554682975744e-09,1.0552227099548121e-07,6.227041133875824e-08,6.75888680753141e-08,6.341889262134462e-07,-6.843577647586e-06
dB/dt tg14,1.977640757949802e-08,1.521310268344054e-08,7.444686816135517e-09,-2.6485456488526916e-09,-3.291595268726437e-08,1.4160859806141087e-12,3.0841058308955063e-12,7.852152483885674e-12,1.4160919037329394e-11,7.571058415331135e-11,-9.771184457094592e-10,-1.0480357462840337e-06,-1.5270042305491277e-08,-6.127377036097972e-08,-1.4693168722889142e-07,-7.612307704594254e-07,1.3353743328399366e-05,-0.00011575444930834769,-0.0007959511754641217,-0.0006788766082054973,-0.000431169766766202,-0.0013369650490919127,0.002144638825283311,7.475682454584353e-09,7.338181800103161e-08,5.464916316092085e-08,5.523898032417034e-08,4.6325541197320704e-07,-4.827964209426714e-06
