X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.000,0.000,0.000,3.946,300.000,0.0,1.0e-06,0.074
10.000,0.000,0.000,2.818,3262.611,0.6,2.2e-05,0.886
10.000,0.000,0.000,2.674,3220.643,0.5,3.7e-05,0.754
10.000,0.000,0.000,2.665,3029.722,0.6,7.0e-05,0.678
10.000,0.000,0.000,5.000,2342.823,0.7,1.1e-04,0.663
10.000,0.000,0.000,0.000,336.709,0.0,1.0e-06,0.029
