,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,7.774490593118996e-06,7.586201912297191e-08,1.1477679623551585e-07,1.8170089505971864e-07,-3.1907046836123366e-06,-7.277647323515196e-08,1.1500802998085399e-09,4.885734397082719e-10,-2.444847007554844e-10,-6.595688771596671e-10,-2.891505320312105e-07,0.00021834176713652947,-3.638626797650865e-05,-3.155847885259715e-05,-3.0494833942928114e-05,-0.0002801569271580759,0.004256693413412094,0.13667117485040406,0.30664093527062725,0.1392195417559987,0.08679221135760071,0.4106242864603126,0.6323721554137702,-5.4625631884393815e-05,2.6195794558498412e-05,2.7230986905862044e-05,3.364857761080415e-05,0.00028329613493120677,-0.0013181412832954191
dB/dt tg02,5.752514841729472e-06,7.51337829201066e-07,6.756298906914719e-07,4.0727272025386106e-07,-4.430852403884552e-06,-3.8113108526595e-08,1.2765908958106386e-09,8.619270303448776e-10,6.202693178027639e-10,6.090987282081102e-09,-2.0302645748719747e-07,8.44335821604514e-05,-3.060641125467518e-05,-2.911278237995541e-05,-3.419655028746767e-05,-0.000319783999039281,0.002968882760079824,0.06972736686928302,0.19582715359408542,0.09117316045625043,0.05770768512120803,0.2510709574577591,0.4446470819943122,-2.8567201395318827e-05,1.7609659356881157e-05,2.066404774905643e-05,2.964071530261272e-05,0.00026368544198931694,-0.0009265449302281206
dB/dt tg03,3.843075087898222e-06,8.232496497259575e-07,7.065545804619278e-07,3.388431517136519e-07,-4.154900892763805e-06,-1.7155774464870785e-08,1.1132918419739548e-09,8.786638171455447e-10,8.888407826963048e-10,7.74316679462664e-09,-1.293884165182619e-07,1.4504987112961014e-05,-2.2027878824724986e-05,-2.247413732143848e-05,-2.9144940495471555e-05,-0.00026192332673378776,0.0018771959775547328,0.029840312601930815,0.09579650436549836,0.04950103055170785,0.03277671326151497,0.12156909767827749,0.28379763248633644,-1.2819192442037966e-05,9.288712647234781e-06,1.3059464314323033e-05,2.1375080143337135e-05,0.00019344118162702503,-0.000591223879080975
dB/dt tg04,2.322273140386591e-06,6.001007918345863e-07,4.838903492324194e-07,1.6606398648476527e-07,-3.0372773112427796e-06,-7.1037655901723085e-09,7.938870896438874e-10,6.802376258681276e-10,7.67128584039358e-10,6.232497382315528e-09,-7.550311744112373e-08,-9.039953037914744e-06,-1.3262653718530601e-05,-1.455900940609006e-05,-2.0042545217489593e-05,-0.00016521024890676854,0.0010856279236785271,0.011273756495023256,0.02372320678523981,0.019710945403253383,0.014969476416049761,0.037998818592644486,0.16584327137419455,-5.274376577155848e-06,3.2168856290486065e-06,6.570437331918029e-06,1.252655326606443e-05,0.0001122531501920915,-0.0003454636749559819
dB/dt tg05,1.5058702049901427e-06,4.4622051400452204e-07,3.3559833261659784e-07,8.073413316838272e-08,-2.165660134297002e-06,-3.2538000285167597e-09,5.542139961547639e-10,5.053561215141418e-10,6.008030940806617e-10,4.639004022633567e-09,-4.805410790935445e-08,-1.3906896423292716e-05,-8.050807516221402e-06,-9.582720583691109e-06,-1.3793994750739288e-05,-0.00010509055623887348,0.0006855761525774645,0.0044276938481661665,-0.00736753320676484,0.005983309727217336,0.006553630745735044,0.0049045665619897,0.10565824088875625,-2.3905474175437356e-06,7.632208888861789e-07,3.358672727758829e-06,7.539418009204587e-06,6.68458924837005e-05,-0.00022010595453527928
dB/dt tg06,1.0312971695396345e-06,3.42669144432558e-07,2.4014127627388387e-07,3.7398623474863404e-08,-1.5611928506845425e-06,-1.6171433342768799e-09,3.8906747508745197e-10,3.758534233247384e-10,4.6296941736442613e-10,3.425484310880775e-09,-3.270359180214409e-08,-1.3613034436694954e-05,-4.975710338941745e-06,-6.473806116018768e-06,-9.690575952091221e-06,-6.880931605842741e-05,0.00046336558387164996,0.0016747472613490068,-0.01941055446827711,-0.00041173710840918757,0.002387957819345602,-0.008062245078415346,0.07195643628721997,-1.168586911321345e-06,-1.339894144941357e-07,1.7358846283548036e-06,4.683835775254654e-06,4.1227279800603595e-05,-0.0001499224998049552
dB/dt tg07,6.387287114348952e-07,2.4112844512037965e-07,1.5269349267509295e-07,5.560462042320858e-09,-1.0034202159075032e-06,-7.035623406233294e-10,2.378145683588333e-10,2.493294164439824e-10,3.1929278681523347e-10,2.2399332536590317e-09,-2.041546151142531e-08,-1.0997626620115344e-05,-2.5607501933027657e-06,-3.825791976696817e-06,-6.0279693702419145e-06,-3.9069873883920496e-05,0.00028671882668662653,0.00030518848592032516,-0.02264880499894844,-0.003985165063261441,-0.000307818420561817,-0.013408223605044999,0.04494557261964282,-4.910679025992324e-07,-3.902087865127952e-07,6.597944573032933e-07,2.4523974943694716e-06,2.151381885408428e-05,-9.367880227593315e-05
dB/dt tg08,3.628118384417556e-07,1.5849365087187183e-07,8.898321995320934e-08,-9.56861276294315e-09,-5.812780256352657e-07,-2.9077666741991087e-10,1.2597079646246916e-10,1.4833999182183194e-10,1.989731808136461e-10,1.3118326839879219e-09,-1.1964223504012348e-08,-7.751974126901709e-06,-1.0806932715075124e-06,-1.9877765577992673e-06,-3.3505641622835523e-06,-1.955671381105719e-05,0.0001662548528351012,-0.00016323136744423081,-0.018620356531221464,-0.0048015628063634306,-0.001470760431533525,-0.012677774559768144,0.02634649722771971,-1.8969315719860444e-07,-2.1806523240280817e-07,1.6106789206329022e-07,1.0814762200513375e-06,9.640101237391963e-06,-5.494941311101333e-05
dB/dt tg09,2.242815150047241e-07,1.1142643456740637e-07,5.787245103780799e-08,-1.1627152009637398e-08,-3.6303530627930903e-07,-1.3134290323501745e-10,7.094529279709755e-11,9.373910842181205e-11,1.3136836309653006e-10,8.258601408604426e-10,-7.715393247377712e-09,-5.670378492075212e-06,-5.003935874350294e-07,-1.1231492779411987e-06,-2.016287559947604e-06,-1.0976915206765072e-05,0.00010621898969746486,-0.0002759356195640853,-0.013262789392163068,-0.0042067943934378915,-0.0016143512826755895,-0.010077899968686032,0.016988005056025306,-7.593928150232013e-08,-1.4343922709614373e-08,4.96638961154868e-08,5.357857821533441e-07,4.993341679726785e-06,-3.5457097852444656e-05
dB/dt tg10,1.4847043962447055e-07,8.170924940624364e-08,4.0483712212671644e-08,-1.0630990117243344e-08,-2.4162100714027513e-07,-6.512721241487828e-11,4.2442060004453054e-11,6.252992837006166e-11,9.124471850801307e-11,5.526104361205262e-10,-5.3527659469879325e-09,-4.298946500333347e-06,-2.5565212218965206e-07,-6.832926920566717e-07,-1.2973230737552669e-06,-6.750498620566919e-06,7.309113654641252e-05,-0.00028010122144497346,-0.009142164681654538,-0.003412164277422283,-0.0014725248438143847,-0.007746921226126288,0.011781725882491068,-3.0423116867613463e-08,9.80497091618836e-08,3.671935297845211e-08,2.9909876948020077e-07,2.9464679112215383e-06,-2.4609399731796076e-05
dB/dt tg11,8.662228570596086e-08,5.3200999074351894e-08,2.537689746825239e-08,-8.391835167122436e-09,-1.4160254188410308e-07,-2.6979974237746986e-11,2.1346530778735002e-11,3.639851620665288e-11,5.6110173214862326e-11,3.2518186832370486e-10,-3.360050755766752e-09,-2.9650513989485493e-06,-1.0961555723747846e-07,-3.561702079991558e-07,-7.253969365793696e-07,-3.6028351475640627e-06,4.537477319112748e-05,-0.00023561102416652373,-0.00517997305755151,-0.0023857205647855326,-0.001161103908701807,-0.0052105864868836746,0.007389983394357652,-6.188199707141867e-09,1.4551573083161908e-07,4.829182362440148e-08,1.5121659495281556e-07,1.5747899118857683e-06,-1.545407731471678e-05
dB/dt tg12,4.809398805636414e-08,3.247189360107626e-08,1.5314669876887552e-08,-5.8004856073650226e-09,-7.890703396008979e-08,-9.654963417012424e-12,9.982143787426566e-12,1.9901891191072857e-11,3.263951207659658e-11,1.8166268864776113e-10,-2.0444297521142042e-09,-1.9725320694596585e-06,-4.8888411813429505e-08,-1.7644518215005534e-07,-3.8394529563816153e-07,-1.8548367244262033e-06,2.7261354303014975e-05,-0.0001795869533507474,-0.002547538805997528,-0.0014916519566014405,-0.0008155335637950759,-0.0032107658054557502,0.004491047857186002,3.141515440550478e-09,1.292043753770298e-07,5.895109425714657e-08,8.720695766285038e-08,8.91247822447751e-07,-9.405744652934176e-06
dB/dt tg13,2.9456697489058377e-08,2.1225927784863006e-08,1.0133745346845437e-08,-3.9601159195406705e-09,-4.8549960176122616e-08,-1.7071589998024264e-12,5.3479532519083815e-12,1.1983443181633064e-11,2.067702005910331e-11,1.1210889757285273e-10,-1.3577691880520284e-09,-1.4117453946677126e-06,-2.726042504767397e-08,-1.0014051270110968e-07,-2.2735486639986893e-07,-1.0938086835844325e-06,1.7903956103534978e-05,-0.0001421780943609288,-0.0013623198550733575,-0.0009641868731294779,-0.0005770624515385566,-0.002087332728692807,0.002978930100270379,6.75230846560925e-09,9.542449275812924e-08,5.730045351685402e-08,6.428744615201584e-08,6.009420294747697e-07,-6.247612680098779e-06
dB/dt tg14,1.9344413195540895e-08,1.4597842799904501e-08,7.116989217861144e-09,-2.7495174939502056e-09,-3.203046083871395e-08,1.8382473909992954e-12,3.176237155575854e-12,7.737490793805582e-12,1.3919834982651097e-11,7.417985158586965e-11,-9.578119529426338e-10,-1.0608386752872143e-06,-1.759648102524464e-08,-6.271816495011149e-08,-1.4588766332947116e-07,-7.072108286157848e-07,1.250315269336949e-05,-0.00011511262223332656,-0.0007826375961455326,-0.0006457131821777015,-0.00041671035345055077,-0.0014201350545533762,0.002098813156125098,7.803474285516439e-09,6.77869142286666e-08,5.0876961082656106e-08,5.25682678091855e-08,4.4393819185802536e-07,-4.407604730128373e-06
