time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.335490160e-05,7.813960000e-05,5.330280000e-08,6.251168000e-06,3.205751013e+02,2.487000000e+02
1.456000e-05,1.884013737e-05,3.823560000e-05,4.817720000e-08,3.058848000e-06,5.009494203e+02,3.126300000e+02
1.744000e-05,1.316853946e-06,9.828080000e-06,4.723120000e-08,7.862464000e-07,2.185326537e+03,5.722800000e+02
2.146000e-05,-3.833700498e-06,-3.469240000e-06,4.162400000e-08,2.775392000e-07,-7.585610920e+02,-8.106700000e+02
2.549000e-05,-4.300281911e-06,-5.641600000e-06,3.347120000e-08,4.513280000e-07,-5.274377412e+02,-4.401600000e+02
2.950000e-05,-3.687506959e-06,-4.982840000e-06,2.557640000e-08,3.986272000e-07,-4.580648367e+02,-3.746900000e+02
3.528000e-05,-2.575209951e-06,-3.240480000e-06,1.738920000e-08,2.592384000e-07,-4.318797336e+02,-3.705800000e+02
4.330000e-05,-1.486557387e-06,-1.640536000e-06,1.055048000e-08,1.312428800e-07,-4.427765377e+02,-4.146100000e+02
5.140000e-05,-8.885213607e-07,-8.553560000e-07,8.572480000e-09,6.842848000e-08,-4.688872603e+02,-4.808900000e+02
5.941000e-05,-5.495845193e-07,-4.659480000e-07,8.054760000e-09,3.727584000e-08,-5.073760528e+02,-5.664400000e+02
7.095000e-05,-2.748246338e-07,-2.026160000e-07,6.259080000e-09,1.620928000e-08,-5.990932713e+02,-7.340700000e+02
8.707000e-05,-1.159124812e-07,-6.536000000e-08,5.963240000e-09,5.228800000e-09,-7.572707304e+02,-1.109300000e+03
1.031600e-04,-5.063832721e-08,-4.078120000e-08,6.247040000e-09,3.262496000e-09,-9.914719315e+02,-1.145230000e+03
1.192200e-04,-2.087321125e-08,-2.053680000e-08,6.066440000e-09,1.642944000e-09,-1.406514365e+03,-1.422000000e+03
