X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.000,0.000,0.000,4.010,300.000,0.0,1.0e-06,0.071
10.000,0.000,0.000,2.787,3363.053,0.5,2.2e-05,0.861
10.000,0.000,0.000,2.684,3264.643,0.5,3.8e-05,0.745
10.000,0.000,0.000,2.683,3056.331,0.6,7.1e-05,0.675
10.000,0.000,0.000,5.000,2320.616,0.8,1.0e-04,0.676
10.000,0.000,0.000,0.000,336.999,0.0,1.0e-06,0.030
