time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.252274749e-05,7.813960000e-05,5.330280000e-08,3.906980000e-06,3.239522841e+02,2.487000000e+02
1.456000e-05,1.850667315e-05,3.823560000e-05,4.817720000e-08,1.911780000e-06,5.069490949e+02,3.126300000e+02
1.744000e-05,1.239025973e-06,9.828080000e-06,4.723120000e-08,4.914040000e-07,2.275906794e+03,5.722800000e+02
2.146000e-05,-3.829328500e-06,-3.469240000e-06,4.162400000e-08,1.734620000e-07,-7.591383555e+02,-8.106700000e+02
2.549000e-05,-4.280180702e-06,-5.641600000e-06,3.347120000e-08,2.820800000e-07,-5.290878047e+02,-4.401600000e+02
2.950000e-05,-3.669443740e-06,-4.982840000e-06,2.557640000e-08,2.491420000e-07,-4.595668539e+02,-3.746900000e+02
3.528000e-05,-2.566448455e-06,-3.240480000e-06,1.738920000e-08,1.620240000e-07,-4.328620932e+02,-3.705800000e+02
4.330000e-05,-1.486086840e-06,-1.640536000e-06,1.055048000e-08,8.202680000e-08,-4.428699985e+02,-4.146100000e+02
5.140000e-05,-8.905474742e-07,-8.553560000e-07,8.572480000e-09,4.276780000e-08,-4.681758033e+02,-4.808900000e+02
5.941000e-05,-5.518794207e-07,-4.659480000e-07,8.054760000e-09,2.329740000e-08,-5.059685153e+02,-5.664400000e+02
7.095000e-05,-2.763019988e-07,-2.026160000e-07,6.259080000e-09,1.013080000e-08,-5.969558274e+02,-7.340700000e+02
8.707000e-05,-1.163121454e-07,-6.536000000e-08,5.963240000e-09,3.268000000e-09,-7.555350126e+02,-1.109300000e+03
1.031600e-04,-5.043382357e-08,-4.078120000e-08,6.247040000e-09,2.039060000e-09,-9.941503303e+02,-1.145230000e+03
1.192200e-04,-2.040636533e-08,-2.053680000e-08,6.066440000e-09,1.026840000e-09,-1.427885048e+03,-1.422000000e+03
