X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.29,3026.908,3.962,300.0,0.0,1e-06,0.072
10.29,3026.908,2.808,3283.539,0.6,2.1e-05,0.883
10.29,3026.908,2.67,3231.336,0.5,3.7e-05,0.752
10.29,3026.908,2.663,3036.095,0.6,7.1e-05,0.676
10.29,3026.908,5.0,2333.847,0.7,0.00011,0.662
10.29,3026.908,0.0,336.337,0.0,1e-06,0.028
