,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,-3.591362055757313e-05,1.2894403089519275e-05,3.7797155471082155e-09,7.44211289507047e-11,2.7405403588177614e-14,-2.194387922577763e-05,-6.793123672696398e-06,3.2339765081972335e-06,5.249526708099811e-09,-5.788002422408879e-13,1.9711481544874846e-12,0.008019643288827153,0.001398144394478171,-0.00041847137272443905,-7.400674271261737e-07,3.766127452583483e-11,4.5868954582260417e-10,0.058131925150133386,0.021523656183888865,-0.0951424547109004,-8.53349108391475e-05,1.9945586961906505e-07,3.1990211266857595e-07,-1.1547716183765543e-05,-0.0003432388019190907,0.00018647770701894916,3.8379809392999834e-07,-1.4774912548285802e-11,-2.3965948412150887e-10
dB/dt tg02,-2.7601278900706497e-05,2.2917730971863607e-06,1.6377378949529135e-08,1.5783530497473337e-11,5.366435194968642e-14,-1.2524698944977454e-05,-5.065268825861969e-06,2.506593826855476e-06,2.6004228328784328e-08,-2.2487613434188835e-13,2.1613623899612292e-12,0.004095775944143034,0.001016376542446385,-0.0003035850190510121,-3.7018903364636376e-06,2.5709654525891133e-11,4.2830254036851243e-10,0.03274487971134766,0.04414058586700947,-0.09075050444772789,-0.00039718452300968105,1.4695553214305143e-07,3.1644311030116113e-07,-6.595100105636667e-06,-0.00023110781913896844,0.00012809277303069822,1.8982890404883473e-06,-7.454976282062569e-11,-2.215845208630776e-10
dB/dt tg03,-2.241583428910401e-05,-3.5328595794093084e-06,3.4217216860990294e-08,1.0791062712657038e-10,8.913303078837803e-14,-7.708783408421574e-06,-3.7576409714247276e-06,1.780887552827901e-06,6.202877962926844e-08,1.781364416837571e-11,2.4133140606602613e-12,0.0022214054574771678,0.0007352640505195176,-0.00019709787517487086,-8.69168411927504e-06,-2.510665566195555e-09,3.881198703923648e-10,0.01984491983498538,0.05117343287024519,-0.07965261106872316,-0.001067732925457356,-1.9282898199875317e-07,3.119338346362234e-07,-4.058374595655692e-06,-0.00015608473030266997,7.754598723537531e-05,4.374515954472322e-06,1.392831318162476e-09,-1.976721153039533e-10
dB/dt tg04,-1.7465685145535697e-05,-7.1024301883311964e-06,5.7988159524900485e-08,1.0431595534869081e-09,2.4612867459089083e-14,-4.3647644849867625e-06,-2.5041908218603857e-06,9.339334753098034e-07,1.2687618253993692e-07,1.0162407649561698e-10,1.9332084601334544e-12,0.0010416104746984146,0.00047165928103286525,-7.970357041506576e-05,-1.7279334524545253e-05,-1.4573160671240471e-08,4.6277423408699365e-10,0.01097343255844564,0.05058667951760963,-0.060661290552455005,-0.0026094972699422835,-1.4117517028689954e-06,3.200397073304983e-07,-2.2938807203219734e-06,-9.129995917772262e-05,2.5115192924202065e-05,8.459396397720048e-06,8.93070575935347e-09,-2.425304125169372e-10
dB/dt tg05,-1.2652147123407697e-05,-7.679671334885176e-06,8.197457990138386e-08,8.29945168581366e-09,4.7808728186138004e-15,-2.288583771699913e-06,-1.5428529254401222e-06,1.5413473256769848e-07,2.1277678607121458e-07,1.1360902115513974e-09,1.7216939459354334e-12,0.00039768770778876643,0.0002746324392714767,2.067186500387949e-05,-2.7931978345140684e-05,-1.5781264842939036e-07,4.949002510785153e-10,0.005547350815287589,0.044177441454096446,-0.03593641736556193,-0.005265604857171589,-2.155935093608498e-05,3.233912034570679e-07,-1.1979243390269008e-06,-4.7290479848607954e-05,-1.585999348994588e-05,1.3241637507292294e-05,9.401683485101588e-08,-2.618334904894931e-10
dB/dt tg06,-9.33678299973099e-06,-6.741937895429231e-06,9.746236368144671e-08,2.824449951394058e-08,6.980337614925239e-13,-1.3613085297474946e-06,-1.0237827237073597e-06,-2.844315541895828e-07,2.59090601963583e-07,4.647031872713942e-09,5.573150282135873e-12,0.00015877230994578996,0.0001715760705643696,7.19950149483733e-05,-3.270003339800274e-05,-6.342522236942155e-07,-1.070924401384568e-10,0.003176507406125371,0.03727936060193521,-0.016855617117703316,-0.007520719274291581,-9.803987854101382e-05,2.5345531206663384e-07,-7.08892537254091e-07,-2.656151355185803e-05,-3.430397706787615e-05,1.5063428914695134e-05,3.717227632809371e-07,1.0132117875211333e-10
dB/dt tg07,-7.019285110990309e-06,-5.580048251375847e-06,1.0955757086157175e-07,5.611222453320273e-08,2.340238871273612e-12,-8.969349515305472e-07,-7.20109417238333e-07,-5.083883470286822e-07,2.65232144286715e-07,1.1428081200863308e-08,9.583756819223382e-12,6.394142520716907e-05,0.00011325343005862851,9.444051323207072e-05,-3.206047802882035e-05,-1.5166651704977723e-06,-7.025222508802651e-10,0.0020194677116796233,0.031402579725085984,-0.0034320939087812046,-0.008853898016899224,-0.0002751005097547649,1.6114985347021277e-07,-4.645144197701051e-07,-1.591153175582407e-05,-4.077490316317875e-05,1.4411660710858755e-05,8.726581793758835e-07,4.782730842111801e-10
dB/dt tg08,-4.781061966844125e-06,-4.13627258902138e-06,1.247147315086851e-07,9.781213673042541e-08,1.2645607283023582e-11,-5.501366371632247e-07,-4.6801126267483665e-07,-6.234342742702153e-07,2.2584329965591954e-07,2.5983361133689345e-08,5.512639680276859e-11,9.993871629584723e-06,6.676514013366787e-05,0.00010048655100110593,-2.5244223669440727e-05,-3.333851844238226e-06,-7.21342871007943e-09,0.0011800152582671047,0.02484816618533164,0.008349638825269365,-0.009107818992063676,-0.0007146590484022661,-1.0974302682181004e-06,-2.826878433195767e-07,-8.285387068315404e-06,-4.048103045362914e-05,1.1060263875776131e-05,1.8803838303899795e-06,4.447885914765141e-09
dB/dt tg09,-2.912399783590899e-06,-2.7160667328487035e-06,1.2690954089280085e-07,1.2832245202168066e-07,8.445643753041096e-11,-3.2053335458158215e-07,-2.838426623562279e-07,-6.034955616830908e-07,1.4072049752704233e-07,4.693468127435689e-08,5.212897149618195e-10,-1.294540104518148e-05,3.485014276812601e-05,8.828437850947051e-05,-1.3030930994012186e-05,-5.755974687224396e-06,-7.443583350305043e-08,0.0006460784614996218,0.018405186900009373,0.015712048477262396,-0.007519507606445577,-0.0014976047535887227,-1.3672942796364384e-05,-1.6304703837338387e-07,-3.779710274698751e-06,-3.37533094832979e-05,5.653003095621846e-06,3.1836329204342428e-06,4.4785071008022606e-08
dB/dt tg10,-1.8455452082745092e-06,-1.8299614430921606e-06,1.0633118994319402e-07,1.2249720543433744e-07,1.652749382745761e-10,-2.0667304477538552e-07,-1.8469320773944066e-07,-5.160394379648936e-07,6.362261750285145e-08,6.119076566418158e-08,1.873487504676151e-09,-1.8491260543106244e-05,1.8940708646100654e-05,7.050730549171495e-05,-3.0499503268876766e-06,-7.171639588295761e-06,-2.5933014345510924e-07,0.00039271978871223943,0.01399390515976561,0.017504888997825766,-0.005120829214306264,-0.0022042359887449086,-5.8086917430395236e-05,-1.0414271208485598e-07,-1.8627582436847836e-06,-2.629427099217393e-05,1.5450506882857892e-06,3.917105067015283e-06,1.5334550365426514e-07
dB/dt tg11,-1.2114150496776198e-06,-1.2738931060473603e-06,7.464605862313643e-08,9.653008755371825e-08,1.4533046756412526e-10,-1.4270963696129972e-07,-1.2625274188751583e-07,-4.2186002589964156e-07,9.25826759490347e-09,6.527335475537078e-08,4.385344634143596e-09,-1.9100378774499257e-05,1.0316294446036705e-05,5.428699866494885e-05,3.3502781217131493e-06,-7.288726225110566e-06,-5.87430705358534e-07,0.0002559531471472026,0.01087241953343568,0.01684572423597493,-0.0029041424770336914,-0.002610337076306148,-0.00015248576060549837,-7.127391331233432e-08,-9.730877483427405e-07,-2.0100856706105187e-05,-9.763079808725998e-07,3.968820781011619e-06,3.4276660921435654e-07
dB/dt tg12,-6.926785593885355e-07,-7.979207035414059e-07,2.7826097007873216e-08,4.9850671041462685e-08,-1.1638341373925748e-10,-8.99548333477101e-08,-7.706415489805695e-08,-3.066172591683501e-07,-3.499909622685435e-08,5.80809743847032e-08,9.071210981581045e-09,-1.7857913761881087e-05,3.8047784422771737e-06,3.628534198427766e-05,7.777883009229355e-06,-5.942910578760299e-06,-1.1640140082208069e-06,0.00014752706280641727,0.007762457015560022,0.01437652759122595,-0.0005117788194411652,-0.002679256217960261,-0.00035295305933745344,-4.434766100303093e-08,-4.0894128440771704e-07,-1.3643885198208346e-05,-2.6601342881680365e-06,3.2801592929737085e-06,6.752520045000757e-07
dB/dt tg13,-3.4034647330895973e-07,-4.544121014916149e-07,-1.6186120312656473e-08,1.1322766350944445e-09,-8.413196018924499e-10,-5.240913977924483e-08,-4.1787077840102825e-08,-1.9588820476147305e-07,-5.651690455973531e-08,3.7005832094144304e-08,1.5150765158191356e-08,-1.517668230741586e-05,-7.355047895474372e-08,2.0510973748747876e-05,8.932464462237066e-06,-3.0812194936936934e-06,-1.8229058981321316e-06,7.466119238165798e-05,0.005057418064686393,0.010710794809306435,0.0013019733686158075,-0.002093654462498067,-0.0006701001901234862,-2.5355742158115894e-08,-1.522802371398688e-07,-8.2154819020939e-06,-3.133836468415471e-06,1.8697225819684642e-06,1.0630169518086452e-06
dB/dt tg14,-1.7371143013894446e-07,-2.784772641555117e-07,-3.7370068564278055e-08,-2.5168849493520074e-08,-1.5054537226756022e-09,-3.308696176457823e-08,-2.39216362122891e-08,-1.2674578594979946e-07,-5.7065784136527914e-08,1.5958835831929335e-08,1.8615175082606724e-08,-1.2614353561671319e-05,-1.5057545196679703e-06,1.1546005950709012e-05,7.85519821216881e-06,-5.598186034140021e-07,-2.101114641163534e-06,3.9881040016662645e-05,0.003394700576340342,0.007739972374729081,0.0020162902924597873,-0.001260693816579442,-0.0009046337918099415,-1.5687645737962315e-08,-9.160118431066064e-08,-5.1705084341146076e-06,-2.820133091176636e-06,6.357990749374147e-07,1.2497559138780968e-06
