time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,8.773180306e-04,8.525376000e-04,1.252435200e-06,4.262688000e-05,3.426082818e+01,3.496000000e+01
6.070000e-06,5.589561864e-04,5.232256000e-04,7.523008000e-07,2.616128000e-05,3.427805431e+01,3.582000000e+01
7.080000e-06,3.877260272e-04,3.749696000e-04,6.111296000e-07,1.874848000e-05,3.384623973e+01,3.464000000e+01
8.520000e-06,2.584951727e-04,2.574931200e-04,3.747072000e-07,1.287465600e-05,3.257478388e+01,3.267000000e+01
1.053000e-05,1.665905762e-04,1.727379200e-04,2.736832000e-07,8.636896000e-06,3.067384747e+01,2.995000000e+01
1.255000e-05,1.175004230e-04,1.239052800e-04,2.357401600e-07,6.195264000e-06,2.889459840e+01,2.790000000e+01
1.456000e-05,8.806173608e-05,9.338816000e-05,1.527955200e-07,4.669408000e-06,2.733938277e+01,2.630000000e+01
1.744000e-05,6.189552519e-05,6.468160000e-05,1.082400000e-07,3.234080000e-06,2.559954167e+01,2.486000000e+01
2.146000e-05,4.081552751e-05,4.185280000e-05,8.514880000e-08,2.092640000e-06,2.391384191e+01,2.351000000e+01
2.549000e-05,2.848916715e-05,2.894272000e-05,7.470528000e-08,1.447136000e-06,2.281285278e+01,2.258000000e+01
2.950000e-05,2.076092906e-05,2.077945600e-05,6.392064000e-08,1.038972800e-06,2.208248493e+01,2.207000000e+01
3.528000e-05,1.389108989e-05,1.382323200e-05,3.891392000e-08,6.911616000e-07,2.142285346e+01,2.150000000e+01
4.330000e-05,8.629299761e-06,8.604096000e-06,3.867776000e-08,4.302048000e-07,2.091473156e+01,2.096000000e+01
5.140000e-05,5.741653984e-06,5.720320000e-06,3.321984000e-08,2.860160000e-07,2.061987128e+01,2.067000000e+01
5.941000e-05,4.045817368e-06,3.998976000e-06,3.272128000e-08,1.999488000e-07,2.045560783e+01,2.062000000e+01
7.095000e-05,2.564073323e-06,2.531110400e-06,1.699827200e-08,1.265555200e-07,2.062409336e+01,2.080000000e+01
8.707000e-05,1.548591733e-06,1.522182400e-06,1.608512000e-08,7.610912000e-08,2.051998130e+01,2.076000000e+01
1.031600e-04,1.005778887e-06,9.601216000e-07,1.764377600e-08,4.800608000e-08,2.062506188e+01,2.128000000e+01
1.192200e-04,6.855806843e-07,6.691200000e-07,1.566528000e-08,3.345600000e-08,2.092320682e+01,2.127000000e+01
1.423300e-04,4.105579198e-07,4.203648000e-07,1.059833600e-08,2.101824000e-08,2.191991105e+01,2.158000000e+01
1.745400e-04,2.237205129e-07,2.537145600e-07,9.181376000e-09,1.268572800e-08,2.338587742e+01,2.150000000e+01
