X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
37.500,0.000,0.000,7.171,39.243,0.0,1.0e-06,0.100
37.500,0.000,0.000,8.012,49.136,0.2,9.7e-05,0.550
37.500,0.000,0.000,7.978,26.067,0.3,1.0e-04,0.474
37.500,0.000,0.000,7.998,24.654,0.3,1.1e-04,0.473
37.500,0.000,0.000,8.028,23.833,0.3,1.1e-04,0.469
37.500,0.000,0.000,0.000,26.130,0.3,1.0e-04,0.481
