time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.616836125e-04,5.806912000e-04,5.615360000e-07,5.226220800e-05,4.612199221e+01,4.517000000e+01
6.070000e-06,3.609785318e-04,3.219648000e-04,3.188160000e-07,2.897683200e-05,4.587898041e+01,4.953000000e+01
7.080000e-06,2.520981519e-04,2.223052800e-04,2.883776000e-07,2.000747520e-05,4.509696223e+01,4.907000000e+01
8.520000e-06,1.685978050e-04,1.529004800e-04,1.721344000e-07,1.376104320e-05,4.331269665e+01,4.625000000e+01
1.053000e-05,1.077855507e-04,1.040940800e-04,1.690643200e-07,9.368467200e-06,4.100418432e+01,4.198000000e+01
1.255000e-05,7.497456141e-05,7.544000000e-05,1.367366400e-07,6.789600000e-06,3.898525030e+01,3.885000000e+01
1.456000e-05,5.543186029e-05,5.675712000e-05,1.585683200e-07,5.108140800e-06,3.722264511e+01,3.666000000e+01
1.744000e-05,3.838245596e-05,4.004224000e-05,7.441664000e-08,3.603801600e-06,3.520328443e+01,3.423000000e+01
2.146000e-05,2.505969409e-05,2.631872000e-05,7.179264000e-08,2.368684800e-06,3.310415090e+01,3.204000000e+01
2.549000e-05,1.751206250e-05,1.853068800e-05,6.326464000e-08,1.667761920e-06,3.155546379e+01,3.039000000e+01
2.950000e-05,1.286719475e-05,1.341126400e-05,6.294976000e-08,1.207013760e-06,3.037781617e+01,2.955000000e+01
3.528000e-05,8.765571301e-06,9.026560000e-06,3.135680000e-08,8.123904000e-07,2.911933016e+01,2.856000000e+01
4.330000e-05,5.598546445e-06,5.636352000e-06,3.025472000e-08,5.072716800e-07,2.790738486e+01,2.778000000e+01
5.140000e-05,3.820154573e-06,3.786432000e-06,4.001600000e-08,3.407788800e-07,2.705556889e+01,2.722000000e+01
5.941000e-05,2.747476264e-06,2.718464000e-06,3.169792000e-08,2.446617600e-07,2.647650194e+01,2.666000000e+01
7.095000e-05,1.780899320e-06,1.724230400e-06,1.656006400e-08,1.551807360e-07,2.629676028e+01,2.687000000e+01
8.707000e-05,1.096184983e-06,1.065868800e-06,1.710848000e-08,9.592819200e-08,2.583523123e+01,2.632000000e+01
1.031600e-04,7.201908953e-07,7.218624000e-07,1.852019200e-08,6.496761600e-08,2.576905657e+01,2.573000000e+01
1.192200e-04,4.948929925e-07,5.098432000e-07,1.568364800e-08,4.588588800e-08,2.600118215e+01,2.549000000e+01
1.423300e-04,2.991905874e-07,3.508288000e-07,1.080300800e-08,3.157459200e-08,2.706801816e+01,2.434000000e+01
1.745400e-04,1.651721853e-07,2.309382400e-07,8.869120000e-09,2.078444160e-08,2.862856611e+01,2.289000000e+01
