X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.0,406.867,9.981,56.082,0.0,1e-06,0.1
0.0,406.867,8.039,59.202,0.2,9.6e-05,0.606
0.0,406.867,7.803,28.604,0.3,9.7e-05,0.476
0.0,406.867,7.809,29.245,0.3,0.0001,0.496
0.0,406.867,7.943,24.576,0.3,0.00011,0.473
0.0,406.867,0.0,21.552,0.4,0.00011,0.449
