X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.0,406.867,8.741,58.796,0.0,1e-06,0.1
0.0,406.867,8.049,63.609,0.2,9.3e-05,0.597
0.0,406.867,7.772,30.48,0.3,9.8e-05,0.489
0.0,406.867,7.827,28.442,0.3,0.0001,0.492
0.0,406.867,7.926,24.602,0.3,0.00011,0.474
0.0,406.867,0.0,22.912,0.4,0.00011,0.461
