X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,7.577,56.737,0.0,1.0e-06,0.100
0.000,0.000,0.000,8.471,69.094,0.2,9.1e-05,0.585
0.000,0.000,0.000,7.859,32.570,0.3,9.9e-05,0.503
0.000,0.000,0.000,7.914,27.803,0.3,1.0e-04,0.490
0.000,0.000,0.000,7.975,25.284,0.3,1.0e-04,0.478
0.000,0.000,0.000,0.000,25.160,0.3,1.0e-04,0.476
