X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,8.741,58.796,0.0,1.0e-06,0.100
0.000,0.000,0.000,8.049,63.609,0.2,9.3e-05,0.597
0.000,0.000,0.000,7.772,30.480,0.3,9.8e-05,0.489
0.000,0.000,0.000,7.827,28.442,0.3,1.0e-04,0.492
0.000,0.000,0.000,7.926,24.602,0.3,1.1e-04,0.474
0.000,0.000,0.000,0.000,22.912,0.4,1.1e-04,0.461
