time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.240231161e-04,5.806912000e-04,5.615360000e-07,2.903456000e-05,4.830613195e+01,4.517000000e+01
6.070000e-06,3.384905219e-04,3.219648000e-04,3.188160000e-07,1.609824000e-05,4.788913570e+01,4.953000000e+01
7.080000e-06,2.383834682e-04,2.223052800e-04,2.883776000e-07,1.111526400e-05,4.681046698e+01,4.907000000e+01
8.520000e-06,1.618319507e-04,1.529004800e-04,1.721344000e-07,7.645024000e-06,4.451164607e+01,4.625000000e+01
1.053000e-05,1.057190653e-04,1.040940800e-04,1.690643200e-07,5.204704000e-06,4.153679637e+01,4.198000000e+01
1.255000e-05,7.489642070e-05,7.544000000e-05,1.367366400e-07,3.772000000e-06,3.901236157e+01,3.885000000e+01
1.456000e-05,5.611591524e-05,5.675712000e-05,1.585683200e-07,2.837856000e-06,3.691953030e+01,3.666000000e+01
1.744000e-05,3.932136126e-05,4.004224000e-05,7.441664000e-08,2.002112000e-06,3.464064703e+01,3.423000000e+01
2.146000e-05,2.583042014e-05,2.631872000e-05,7.179264000e-08,1.315936000e-06,3.244232592e+01,3.204000000e+01
2.549000e-05,1.802539293e-05,1.853068800e-05,6.326464000e-08,9.265344000e-07,3.095348883e+01,3.039000000e+01
2.950000e-05,1.316830478e-05,1.341126400e-05,6.294976000e-08,6.705632000e-07,2.991294823e+01,2.955000000e+01
3.528000e-05,8.866673972e-06,9.026560000e-06,3.135680000e-08,4.513280000e-07,2.889755098e+01,2.856000000e+01
4.330000e-05,5.568748339e-06,5.636352000e-06,3.025472000e-08,2.818176000e-07,2.800685034e+01,2.778000000e+01
5.140000e-05,3.751341981e-06,3.786432000e-06,4.001600000e-08,1.893216000e-07,2.738542736e+01,2.722000000e+01
5.941000e-05,2.680989839e-06,2.718464000e-06,3.169792000e-08,1.359232000e-07,2.691244322e+01,2.666000000e+01
7.095000e-05,1.742312577e-06,1.724230400e-06,1.656006400e-08,8.621152000e-08,2.668360144e+01,2.687000000e+01
8.707000e-05,1.094100776e-06,1.065868800e-06,1.710848000e-08,5.329344000e-08,2.586803069e+01,2.632000000e+01
1.031600e-04,7.417294173e-07,7.218624000e-07,1.852019200e-08,3.609312000e-08,2.526775172e+01,2.573000000e+01
1.192200e-04,5.287107158e-07,5.098432000e-07,1.568364800e-08,2.549216000e-08,2.488027759e+01,2.549000000e+01
1.423300e-04,3.390323324e-07,3.508288000e-07,1.080300800e-08,1.754144000e-08,2.490353500e+01,2.434000000e+01
1.745400e-04,2.026670095e-07,2.309382400e-07,8.869120000e-09,1.154691200e-08,2.497864257e+01,2.289000000e+01
