X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.0,406.867,8.033,57.954,0.0,1e-06,0.1
0.0,406.867,8.274,67.415,0.2,9.2e-05,0.591
0.0,406.867,7.812,31.735,0.3,9.8e-05,0.497
0.0,406.867,7.876,28.01,0.3,0.0001,0.49
0.0,406.867,7.955,24.86,0.3,0.00011,0.476
0.0,406.867,0.0,24.124,0.4,0.0001,0.469
