,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,-1.6873524108072083e-05,5.901990347462839e-06,-3.4337973616295165e-08,7.385132875319209e-10,2.571771791391477e-12,-9.594646633943804e-06,-2.6224537401236865e-06,1.9489773670470616e-06,1.2535777650748775e-08,7.841038479098157e-11,3.178011447522839e-12,0.004443470021332666,0.0006587442241328251,-0.0002677372200176845,-1.9310317955429893e-06,-1.1321206751316162e-08,4.947293469766212e-10,0.03567631099283407,0.00041476126178657786,-0.06969058545188518,-0.00017029016208858647,-1.0549498148504212e-06,3.188197217724264e-07,-7.135604427699694e-06,-0.0001573769768560677,0.00011310251692556293,9.155670377090849e-07,6.339074076576022e-09,-1.8957269833241426e-10
dB/dt tg02,-1.4583004835886529e-05,-6.28080740033594e-07,-8.204931283979075e-08,2.863861630619501e-10,-1.7692775088975588e-12,-5.370749075735894e-06,-1.9177508762301738e-06,1.4306571553122867e-06,4.136060547756228e-08,2.4112072169689342e-11,3.070956241371096e-12,0.0021225423301157315,0.0004722217033473827,-0.00018222465065604026,-6.241359742589537e-06,-3.4926818552428967e-09,5.18575241203171e-10,0.019640176542231925,0.012806786969895196,-0.06432619259248022,-0.0006785316484665041,-2.2126346156973593e-07,3.1453983153331495e-07,-3.997329604676327e-06,-0.00010471702422370967,7.169959317727929e-05,2.86525672187123e-06,1.963467935752186e-09,-2.0935493550310127e-10
dB/dt tg03,-1.2688736329308595e-05,-3.844291485591676e-06,-1.2611497837076306e-07,9.743959194344683e-10,-7.489954140875318e-12,-3.2552712013645236e-06,-1.407393140508845e-06,9.611797777002877e-07,8.032253257287776e-08,9.088963400371965e-11,2.931002787684863e-12,0.0010599572204039599,0.00033950841864327535,-0.00010942167326967732,-1.1898372614509355e-05,-1.287334369180569e-08,5.499725467209022e-10,0.0116689300717433,0.017803273300640955,-0.05513321450859685,-0.0015227300328904344,-1.376105426074529e-06,3.0872009415078256e-07,-2.4219843076719557e-06,-7.025928835463031e-05,3.875418441099443e-05,5.337405244070319e-06,7.252125726153926e-09,-2.354195704845331e-10
dB/dt tg04,-1.0403834158649159e-05,-5.494115975984998e-06,-1.5149590729189775e-07,8.205770207244569e-09,3.639605106496045e-12,-1.822234632169989e-06,-9.328712766641936e-07,4.4320612575572966e-07,1.3356811451008815e-07,8.752781523637296e-10,3.2053124161783635e-12,0.00043311064508624354,0.0002179481681022293,-3.3162126495422954e-05,-1.9248066323414164e-05,-1.2481369517093863e-07,4.86494302317498e-10,0.006334486110100578,0.019502757954441865,-0.040775017038983986,-0.0030359924835185745,-1.4013537362276498e-05,3.1860455912524465e-07,-1.3524357964152499e-06,-4.098035980877747e-05,6.532938806900461e-06,8.373689423160405e-06,7.00751643207653e-08,-1.8419274178002065e-10
dB/dt tg05,-7.807260742914056e-06,-5.376215688636116e-06,-1.1541708272608898e-07,3.2699134792150285e-08,2.7113484901883735e-11,-9.507539649481175e-07,-5.775691580406057e-07,-1.0165515520493477e-08,1.8231849852626955e-07,4.567444454431324e-09,4.60767752912274e-12,0.00011896734262075563,0.0001285562694995194,2.9001829112879968e-05,-2.5239404830299857e-05,-6.319745705687246e-07,2.616336938078832e-10,0.003152702020532445,0.018403603540558578,-0.02301601035320077,-0.0051005685020812114,-9.001447517022071e-05,2.9904071804301426e-07,-7.017916732872803e-07,-2.1285132034312957e-05,-1.7020242109473674e-05,1.0554119288181955e-05,3.450486917380718e-07,-2.3595752100858725e-11
dB/dt tg06,-5.866910343078781e-06,-4.532818556931142e-06,-3.280091693341179e-08,7.132063463738748e-08,1.1284823492126176e-10,-5.686803160805924e-07,-3.8864505380352915e-07,-2.521524526047614e-07,1.900788867189687e-07,1.2583999696396881e-08,1.6865913387178014e-11,1.786838935840346e-05,8.211604634007915e-05,5.8828078852704314e-05,-2.5117145156281137e-05,-1.6967884790166012e-06,-1.411557841647104e-09,0.0017974776622331047,0.01640200530200091,-0.009685727919335248,-0.006377968350129121,-0.00028538040594512263,-8.290847074914973e-08,-4.1694683401795465e-07,-1.2049145598684164e-05,-2.6556449385814325e-05,1.0139770654085005e-05,9.058118619068223e-07,1.0716287086644933e-09
dB/dt tg07,-4.455727563323807e-06,-3.6631940586705445e-06,5.176606513124053e-08,1.0846126174812704e-07,9.499984525523429e-10,-3.795189985589996e-07,-2.784186503086871e-07,-3.670021144599775e-07,1.7055145008444394e-07,2.3092420377785477e-08,9.734736698129524e-11,-1.3804781877003489e-05,5.5694291792133376e-05,7.030026745611844e-05,-2.1269022609720088e-05,-3.035673857245495e-06,-1.3251154997850269e-08,0.0011491685421997008,0.01444253426558516,-0.0004873091416382757,-0.006777811666832261,-0.0005904672754579161,-1.9436505800777576e-06,-2.7635219385809697e-07,-7.286017823886887e-06,-2.9023211969087268e-05,8.316382903649015e-06,1.5897583236110567e-06,9.149791361614365e-09
dB/dt tg08,-3.0629276715913375e-06,-2.6555829141696947e-06,1.352289860333999e-07,1.4184652670822562e-07,4.457937158799947e-09,-2.3775673813868225e-07,-1.859065543914518e-07,-4.136873371012244e-07,1.222797949965099e-07,3.857212039178651e-08,5.072177764131642e-10,-2.5962605851853982e-05,3.420773324288626e-05,7.0701045380227e-05,-1.3481147632569395e-05,-4.889195256054549e-06,-7.189089614629316e-08,0.000681073944088038,0.012049093478864388,0.007388945041264698,-0.006191032154297925,-0.001141265262134193,-1.2611794710985724e-05,-1.7153139962934182e-07,-3.8183053038317235e-06,-2.7231040331298462e-05,5.089756073746027e-06,2.498133014334602e-06,4.860828415523753e-08
dB/dt tg09,-1.8830741856697395e-06,-1.7097743341353745e-06,1.7788924558598258e-07,1.4885378541804165e-07,1.5407235895721644e-08,-1.4209200706291618e-07,-1.1646558391858755e-07,-3.8129919441323433e-07,5.585359143118587e-08,5.173644459634291e-08,2.447384665659713e-09,-2.6272944901112624e-05,1.8852429359100216e-05,5.9587720074249445e-05,-3.8132448404803657e-06,-6.229866608229844e-06,-3.3567467667076566e-07,0.00038013511093653413,0.009469316641721287,0.012057071081826697,-0.0044048003188400155,-0.0017993512879305408,-7.314469833208927e-05,-1.0136613879569552e-07,-1.702196967894367e-06,-2.1733588519818867e-05,1.4123813647501122e-06,3.112266468335038e-06,2.2142585173954637e-07
dB/dt tg10,-1.2041026257249903e-06,-1.136544563507492e-06,1.667932974181625e-07,1.272397311097256e-07,2.9519386504837994e-08,-9.333107316353384e-08,-7.769335834758457e-08,-3.1760403602378745e-07,8.671847071837571e-09,5.31296035486027e-08,5.996840252084593e-09,-2.3193668768153784e-05,1.0794256904058879e-05,4.634402737556671e-05,2.3627719258868233e-06,-6.019155610513483e-06,-7.950802640327164e-07,0.00023412933914262497,0.00754464345879275,0.012946936133066357,-0.0025129541521319515,-0.0021360606323628604,-0.00019924002601385478,-6.590769037031734e-08,-7.731519936266346e-07,-1.6469453185763314e-05,-7.580029028484535e-07,2.9714862003865432e-06,5.195613406839964e-07
