X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
90.000,0.000,0.000,3.000,300.000,0.0,1.0e-06,0.100
90.000,0.000,0.000,3.000,3000.000,0.6,1.0e-04,0.700
90.000,0.000,0.000,3.000,3000.000,0.6,1.0e-04,0.700
90.000,0.000,0.000,3.000,3000.000,0.6,1.0e-04,0.700
90.000,0.000,0.000,6.000,3000.000,0.6,1.0e-04,0.700
90.000,0.000,0.000,0.000,1000.000,0.0,1.0e-06,0.100
