X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
90.000,0.000,0.000,3.851,300.000,0.0,1.0e-06,0.078
90.000,0.000,0.000,2.797,3289.494,0.5,2.8e-05,0.848
90.000,0.000,0.000,2.744,3163.795,0.6,4.4e-05,0.796
90.000,0.000,0.000,2.738,2985.471,0.6,6.7e-05,0.758
90.000,0.000,0.000,5.000,2233.348,0.8,9.3e-05,0.729
90.000,0.000,0.000,0.000,335.805,0.0,1.0e-06,0.027
