,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,7.388537775613287e-06,-4.4792405602663564e-07,-2.930741575928748e-07,-6.935374224173263e-08,-2.2402172347392453e-06,-7.147514402381292e-08,1.083374788679811e-09,2.0838512963373439e-10,-7.885275934026698e-10,-4.414203620929186e-09,-3.0630517103788625e-07,0.00017847220019972515,-4.030199571702284e-05,-3.067411990569821e-05,-2.2725614569240886e-05,-0.00021019724048072303,0.005217636926025375,0.1328388769966154,0.2867408599193547,0.1683472254994011,0.12065955898239446,0.4947808380400373,0.6660518396019218,-4.2467338754985995e-05,3.578510189405521e-05,3.397701642896816e-05,3.362471572307955e-05,0.0002524202869134109,-0.0018279229254706069
dB/dt tg02,5.830837001219962e-06,5.296592449275474e-07,4.77194596009342e-07,3.175827988515683e-07,-3.964357540949025e-06,-3.828724369954006e-08,1.3823445920267852e-09,8.580227341392884e-10,4.1598816733676085e-10,4.38960433413258e-09,-2.1783201642894155e-07,6.92869381879848e-05,-3.592422423599269e-05,-3.161072454315596e-05,-3.133446935355101e-05,-0.0002883123781637384,0.0036915619449109705,0.0690641019645112,0.19678844681270558,0.12012351186513011,0.08769993808157991,0.32753981265627213,0.47438462406582627,-2.270546315555111e-05,2.6378405553539123e-05,2.8246544759693166e-05,3.283643344570129e-05,0.00025958417030557415,-0.0013011919409469076
dB/dt tg03,4.128781693632921e-06,7.604591329597202e-07,6.11911973240826e-07,3.004051771864754e-07,-4.082426064944499e-06,-1.783072820455126e-08,1.3029311650173068e-09,1.0276305562498269e-09,9.087017241523288e-10,7.454519722640319e-09,-1.4053891291348335e-07,1.1786570392693364e-05,-2.7398307950405455e-05,-2.6463553225285807e-05,-2.963313922327919e-05,-0.00025717268153431397,0.0023673277117414273,0.030432312347809236,0.11105080525459751,0.07351423794304245,0.05548134489982993,0.17720002195054077,0.3065556891951443,-1.0532805422543623e-05,1.6018399034949887e-05,1.959723782427708e-05,2.5617011086222474e-05,0.0002031621678673885,-0.0008404026272318247
dB/dt tg04,2.6381670218369284e-06,6.243210731064241e-07,4.555924335158494e-07,1.4672479420658507e-07,-3.2224280555539846e-06,-7.277466832040135e-09,1.0020397088282777e-09,8.838184829730767e-10,9.072292429821781e-10,6.781681795904472e-09,-8.303050372147244e-08,-9.804585435285358e-06,-1.7782062775711374e-05,-1.8560242502942672e-05,-2.226222127051904e-05,-0.00017594762302753668,0.001388804444338094,0.011101721877434191,0.04405659928131568,0.03592349037952295,0.029170715616436207,0.06957442722218536,0.1814157807994015,-4.262475812403684e-06,7.484896632006003e-06,1.1120108340365754e-05,1.631518488131109e-05,0.00012679950855563573,-0.000497103609125582
dB/dt tg05,1.7692753559738624e-06,4.730484433814294e-07,3.152529971943457e-07,5.4388586704860305e-08,-2.3830381072610324e-06,-3.2836995915219228e-09,7.370258392408311e-10,6.919235268370076e-10,7.527846215564495e-10,5.289490700510569e-09,-5.311769886678506e-08,-1.3900277368323388e-05,-1.1479877963226356e-05,-1.2772161176537451e-05,-1.5966262055656945e-05,-0.00011560694353053932,0.0008830668335416942,0.004113648316700253,0.010642179855273336,0.015941356289823568,0.014883360445522648,0.020763755458645845,0.11620385989155227,-1.8960492310370646e-06,3.2304589904696666e-06,6.218044717224998e-06,1.0199962501805577e-05,7.784640818413944e-05,-0.0003183216678323158
dB/dt tg06,1.235413868120755e-06,3.5615814836691454e-07,2.164062265928025e-07,3.965850899395886e-09,-1.7514915897553676e-06,-1.6290648907580298e-09,5.39159459584516e-10,5.304835894532902e-10,5.970054528212027e-10,3.989332317194972e-09,-3.6154863686094584e-08,-1.319496629018516e-05,-7.4864181839338695e-06,-8.843674898199418e-06,-1.141575366320011e-05,-7.635331627218434e-05,0.0005977981322409971,0.0014178804628000113,-0.005408156279242688,0.005262642892905138,0.006965829706308287,-0.0012963224322977904,0.07916975028697146,-9.200630978800611e-07,1.1811107632350256e-06,3.438292283102248e-06,6.386217817365949e-06,4.8216541976252255e-05,-0.00021683842855283828
dB/dt tg07,7.776531930960652e-07,2.437497522959986e-07,1.299860670001563e-07,-2.712152797009012e-08,-1.1425336186155148e-06,-6.845140085850941e-10,3.4715556643567376e-10,3.6209151182121596e-10,4.2172494687133305e-10,2.6513386298355908e-09,-2.25206948525181e-08,-1.0587597957949271e-05,-4.126990765060819e-06,-5.31521527385308e-06,-7.147482455346797e-06,-4.322833750980993e-05,0.00036975911417749753,7.051915031115112e-05,-0.014101324942078575,-0.0019986349128292683,0.00119385997238228,-0.012984869885255336,0.04936175700731844,-3.6769673773995005e-07,1.400066365889147e-08,1.3981092685022068e-06,3.2699814868435224e-06,2.4784929697617765e-05,-0.000135189470815369
dB/dt tg08,4.4628624421853624e-07,1.5695985462756808e-07,7.258717786039142e-08,-3.3965327268757276e-08,-6.690573545210718e-07,-2.381465232645634e-10,1.9643002104757456e-10,2.207458308807166e-10,2.673002997413211e-10,1.574564971234811e-09,-1.314987517932907e-08,-7.560988475010732e-06,-1.9070480955620686e-06,-2.7711386128284926e-06,-3.93413630684484e-06,-2.1443988684934498e-05,0.00021405935222758838,-0.00039926454866745395,-0.014929376851649133,-0.0050637616658897,-0.0017954444854676333,-0.01497008723183082,0.028844690022667135,-1.1147559171245622e-07,-2.730793598255709e-07,3.3608572494026336e-07,1.3246745125194164e-06,1.0700343577874558e-05,-7.900942722334663e-05
dB/dt tg09,2.7457122027959153e-07,1.0736377774594124e-07,4.501491944292315e-08,-2.966190774288554e-08,-4.1487888199270036e-07,-9.502137181369211e-11,1.1598675756079042e-10,1.398774471152107e-10,1.7542954127311332e-10,9.836294034153103e-10,-8.42363955445378e-09,-5.476741518359211e-06,-9.282775674448609e-07,-1.5219248361497348e-06,-2.278509076624224e-06,-1.1552202322246283e-05,0.00013607766478430117,-0.0004415346046717801,-0.012215728196942065,-0.005229163175484401,-0.0025439681785502564,-0.012752464286190751,0.018483676601963192,-3.273233700289372e-08,-1.7688391665497484e-07,2.6188467812423544e-08,5.369540770867367e-07,5.032684706077715e-06,-5.064483580852498e-05
dB/dt tg10,1.8004760083874947e-07,7.699326109291169e-08,3.051032328597783e-08,-2.3699800582044678e-08,-2.731697874969041e-07,-4.5748430891752556e-11,7.209374272251648e-11,9.270629112855257e-11,1.2005023640293844e-10,6.498208894514243e-10,-5.8238491638998475e-09,-4.098080934304686e-06,-4.880954254834962e-07,-8.900231378297629e-07,-1.3987156998418234e-06,-6.807678313691219e-06,9.345470002015366e-05,-0.00038901829658141696,-0.009218050049416617,-0.004541798617336902,-0.0024970945937256646,-0.010063379384986972,0.012779324868619936,-7.898367534338795e-09,-4.424317486533089e-08,-3.118215526878033e-08,2.2531464167562773e-07,2.681347335211891e-06,-3.5029179389113074e-05
