time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.355013832e-05,7.860400000e-05,7.253240000e-08,1.100456000e-05,2.852999334e+02,2.477300000e+02
1.456000e-05,2.360853245e-05,3.677360000e-05,2.795000000e-08,5.148304000e-06,4.309933748e+02,3.208900000e+02
1.744000e-05,2.385070550e-06,7.069200000e-06,1.325604000e-08,9.896880000e-07,1.470755877e+03,7.128300000e+02
2.146000e-05,-5.134782238e-06,-6.677040000e-06,2.241160000e-08,9.347856000e-07,-6.242923271e+02,-5.238500000e+02
2.549000e-05,-5.983814690e-06,-7.512960000e-06,2.265240000e-09,1.051814400e-06,-4.231721363e+02,-3.636600000e+02
2.950000e-05,-5.197198795e-06,-7.146600000e-06,1.752680000e-08,1.000524000e-06,-3.643923918e+02,-2.946200000e+02
3.528000e-05,-3.729690184e-06,-3.801200000e-06,2.088080000e-09,5.321680000e-07,-3.373826520e+02,-3.331600000e+02
4.330000e-05,-2.259415210e-06,-2.449280000e-06,7.105320000e-09,3.428992000e-07,-3.349461737e+02,-3.173200000e+02
5.140000e-05,-1.366358661e-06,-1.293096000e-06,4.535640000e-09,1.810334400e-07,-3.519415474e+02,-3.650800000e+02
5.941000e-05,-8.432329121e-07,-7.026200000e-07,3.219840000e-09,9.836680000e-08,-3.814063566e+02,-4.307600000e+02
7.095000e-05,-4.182368762e-07,-3.243920000e-07,2.232560000e-09,4.541488000e-08,-4.528106843e+02,-5.363100000e+02
8.707000e-05,-1.735168260e-07,-1.305480000e-07,2.299640000e-09,1.827672000e-08,-5.786868001e+02,-6.995100000e+02
1.031600e-04,-7.026110720e-08,-5.187520000e-08,2.256640000e-09,7.262528000e-09,-7.969969600e+02,-9.755700000e+02
1.192200e-04,-2.431958398e-08,-2.936040000e-08,2.189560000e-09,4.110456000e-09,-1.270280379e+03,-1.120500000e+03
