,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,7.449625408757437e-06,-4.163448955194987e-07,-2.2515369498349182e-07,3.883024163464923e-08,-2.2249546459940203e-06,-7.203890744886773e-08,1.0771882639718775e-09,1.7831562485604543e-10,-8.407666976185109e-10,-4.408825893833065e-09,-3.066127418937045e-07,0.0001843386127136044,-4.022867723256341e-05,-3.003995657368121e-05,-2.133019136478715e-05,-0.00021471394670125193,0.005228283033218705,0.1340851014594937,0.2876123981522251,0.16589006689386,0.11716273981775324,0.5034448822322616,0.6669276975752245,-4.3697469655792466e-05,3.572494293027704e-05,3.3515800668521345e-05,3.2500594707783816e-05,0.0002568356155317775,-0.0018325526546069187
dB/dt tg02,5.876337919574608e-06,5.593773396089362e-07,5.359866050335551e-07,4.1071180174595605e-07,-3.998205116666134e-06,-3.857681276057498e-08,1.3775203612136023e-09,8.336574655733235e-10,3.7092252203449735e-10,4.504522061393088e-09,-2.1810768446427967e-07,7.223548738726367e-05,-3.5876756410812926e-05,-3.116118915759475e-05,-3.0273203657410092e-05,-0.0002939858348335359,0.0037000404120332334,0.06974173913845093,0.19731482213291146,0.11858772978952299,0.0854454040535977,0.33281379228656255,0.47513235025002193,-2.335731920873428e-05,2.63370731044623e-05,2.7963866136080385e-05,3.206820636250032e-05,0.00026395469333663534,-0.0013048269686331017
dB/dt tg03,4.157264987043641e-06,7.82296587050284e-07,6.541362420219719e-07,3.6805691257620623e-07,-4.130533515831541e-06,-1.7951588158634533e-08,1.2992640243744562e-09,1.0101501453977963e-09,8.750675635312432e-10,7.591977271381374e-09,-1.4071787979906602e-07,1.2996021602806684e-05,-2.736272790170587e-05,-2.6190185985356522e-05,-2.894553061411634e-05,-0.0002618304749281471,0.002372774965706594,0.030749037755858077,0.11122536563127716,0.07278415472052757,0.054329316924948495,0.17950240017306412,0.30704176795653915,-1.0828287129636148e-05,1.5985637349257826e-05,1.946447404431049e-05,2.5192753762134257e-05,0.0002063731254165948,-0.0008427569287050041
dB/dt tg04,2.6531132121103833e-06,6.376102385006686e-07,4.810849338374544e-07,1.8855056796489686e-07,-3.2620318144856856e-06,-7.316375137597426e-09,9.991798561527266e-10,8.727410021095553e-10,8.854344680047355e-10,6.888758312038011e-09,-8.311387848280934e-08,-9.424531198845449e-06,-1.775010351540302e-05,-1.8423225177302548e-05,-2.1893443404223286e-05,-0.00017875343005197857,0.001391623081087353,0.011232485400033484,0.043975481274932324,0.0357585362635117,0.028808163065709026,0.0699386499139486,0.18165533668381473,-4.377072715958625e-06,7.457814573678714e-06,1.1084258503013196e-05,1.614516909318853e-05,0.0001285934534496214,-0.0004983627406054899
dB/dt tg05,1.7775415926018256e-06,4.814966589441286e-07,3.309630051946885e-07,8.072959278344764e-08,-2.4110449610192812e-06,-3.2959111108709573e-09,7.346299904015237e-10,6.84715339319718e-10,7.384622520478789e-10,5.363756920212056e-09,-5.3153669486579954e-08,-1.3794174996623304e-05,-1.145032049401055e-05,-1.2704081342723778e-05,-1.576908479476678e-05,-0.00011719946814031929,0.0008845707537847684,0.00417713889584301,0.010468246522043994,0.016020686194861307,0.014877040927206204,0.020414546368553534,0.11631985888048911,-1.9447384937592134e-06,3.2094259450322357e-06,6.219200577946794e-06,1.0144791610316002e-05,7.881042493935807e-05,-0.0003190242763141144
dB/dt tg06,1.2402001420109537e-06,3.617974956934884e-07,2.263283833711997e-07,2.092574279887696e-08,-1.770651765184688e-06,-1.6322303844400513e-09,5.371288219165e-10,5.256903682214993e-10,5.874360413105637e-10,4.039689986853322e-09,-3.616787113934715e-08,-1.3181967082459794e-05,-7.4603590962340695e-06,-8.811386151198356e-06,-1.1312330269361846e-05,-7.724882020428111e-05,0.0005986271169695303,0.0014541421945120172,-0.005596301744041774,0.005437206542250788,0.007112761315025778,-0.0018605037089418864,0.07922402830558067,-9.426242830571914e-07,1.1661440192796433e-06,3.4517866783724064e-06,6.381647719524845e-06,4.8727626375363154e-05,-0.0002172485298679143
dB/dt tg07,7.799924309744369e-07,2.4716079315639597e-07,1.3529880250145385e-07,-1.7839465789712045e-08,-1.1535462181295865e-06,-6.841445531700993e-10,3.4556080682766876e-10,3.5935661076266614e-10,4.1625102219346635e-10,2.6801581883579757e-09,-2.2520174568182007e-08,-1.0610588374920962e-05,-4.106639044352953e-06,-5.306978311424543e-06,-7.111132668027668e-06,-4.3617323581896804e-05,0.00037013116307616894,9.123104128715022e-05,-0.014258605605995593,-0.001797505242307848,0.0014065884227083875,-0.01354649495604108,0.049376999213255085,-3.762868809733691e-07,6.119023934162969e-09,1.4133268688211497e-06,3.2899796084085744e-06,2.4983868987750543e-05,-0.00013539365928193564
dB/dt tg08,4.4729566389438175e-07,1.5891251275813344e-07,7.499888096143826e-08,-2.9701421823267692e-08,-6.743999349275202e-07,-2.3717551207399916e-10,1.9530302644438408e-10,2.1943462130087339e-10,2.646796715367162e-10,1.5885826349754832e-09,-1.314514924996253e-08,-7.588735119559607e-06,-1.89370395077696e-06,-2.773731567813191e-06,-3.931984875752936e-06,-2.157180831761079e-05,0.00021420389666159667,-0.00038661489849326056,-0.015026178653733353,-0.004896963834904432,-0.0015996032191320563,-0.015383519327875189,0.028844063119257343,-1.1407161630944513e-07,-2.749860749072642e-07,3.456477998184037e-07,1.345639002741337e-06,1.0753513796809887e-05,-7.910233137267644e-05
dB/dt tg09,2.750730064115592e-07,1.0859363677355328e-07,4.6170825467449847e-08,-2.7646729521099158e-08,-4.17603306904084e-07,-9.430130084653387e-11,1.1519596283068558e-10,1.3923460711066854e-10,1.7416017242728314e-10,9.908316920577525e-10,-8.419049096621493e-09,-5.499459103927454e-06,-9.19868887439765e-07,-1.5265980696817476e-06,-2.2859165263994307e-06,-1.1594389624225569e-05,0.00013614519406125665,-0.00043242580900209075,-0.012267032065587198,-0.005107904962503186,-0.002391860804357803,-0.01303138179451078,0.01847991016090728,-3.364869867206394e-08,-1.7621907351453344e-07,3.0466734937357515e-08,5.509486873888072e-07,5.046632730911941e-06,-5.0695032472992274e-05
dB/dt tg10,1.8033598829576367e-07,7.782281960893577e-08,3.109896061159886e-08,-2.2726037188548915e-08,-2.7465882398761857e-07,-4.529004224528214e-11,7.153467426042574e-11,9.238326748483262e-11,1.1943319163028323e-10,6.537951652736401e-10,-5.820183265598477e-09,-4.115586938636239e-06,-4.828359664071971e-07,-8.94234085743693e-07,-1.407420334622095e-06,-6.822510895343061e-06,9.349382777881482e-05,-0.0003819145814131373,-0.009241397340819931,-0.004457605271086675,-0.002385333073961418,-0.010249091677736187,0.012775665569592663,-8.325609474442264e-09,-4.282167797422848e-08,-3.021872194835152e-08,2.3287045554311597e-07,2.6872357891706276e-06,-3.5060945195220594e-05
dB/dt tg11,1.0300839374794931e-07,4.973865057550728e-08,1.9113353874538172e-08,-1.5797531957752e-08,-1.576998743812744e-07,-1.708842823082854e-11,3.7372377235733425e-11,5.2848970102113576e-11,7.155078064822797e-11,3.762665853686535e-10,-3.638663947005365e-09,-2.8083100165643926e-06,-2.035539569630418e-07,-4.335158298973286e-07,-7.30211419720194e-07,-3.4385864125833e-06,5.7922949194691e-05,-0.00029844648800421447,-0.005782617695041083,-0.003285617262451998,-0.001976950892293092,-0.0069444591942308675,0.007984888670104955,4.17280294758888e-09,7.393060252678153e-08,-9.479991371012956e-09,6.984861729844432e-08,1.2793367272232782e-06,-2.1928705163344682e-05
dB/dt tg12,5.5632265150035224e-08,2.992241212518794e-08,1.1636774498858781e-08,-9.55366528257142e-09,-8.602203372098342e-08,-4.820865828026216e-12,1.8095668811142586e-11,2.812538864224592e-11,4.010110311761481e-11,2.0543354804553822e-10,-2.213734237300972e-09,-1.854651096616208e-06,-8.497041693359672e-08,-1.9710003232353998e-07,-3.5351404582079187e-07,-1.6961471392971095e-06,3.4883684800686885e-05,-0.00021833902446833676,-0.0031109580801887303,-0.0020889233013216936,-0.0013947424659696904,-0.004227949226969335,0.00485470109852728,7.77861430988622e-09,1.1672090107710062e-07,3.5498575762044096e-08,3.561054095801156e-08,7.139518734202985e-07,-1.3345193398313159e-05
dB/dt tg13,3.3025493599375047e-08,1.9184934929687e-08,7.721017664701506e-09,-5.936732663553309e-09,-5.168901188003073e-08,-3.6469508257585343e-13,9.783656428146077e-12,1.6359207336803744e-11,2.435209932989283e-11,1.2344358349411613e-10,-1.4691167579581477e-09,-1.3129544158041514e-06,-4.3850631533382965e-08,-1.0313714990971659e-07,-1.9223190498199044e-07,-9.6036238778734e-07,2.2942935228056834e-05,-0.00016571224767432142,-0.001751599963095547,-0.001340576535655336,-0.0009687263706838574,-0.002696742789134747,0.0032192251399992627,8.02483735609905e-09,1.0654628592919175e-07,5.363617241089237e-08,3.684644028395052e-08,4.965962764269631e-07,-8.857828507738228e-06
dB/dt tg14,2.110622495949367e-08,1.294577565790776e-08,5.431790646869822e-09,-3.802181169801289e-09,-3.346019344668108e-08,1.5155583925802282e-12,5.814301890141504e-12,1.0232208608035155e-11,1.5762911714740368e-11,7.989751482143875e-11,-1.037138768032172e-09,-9.779138159776097e-07,-2.7029138224828003e-08,-6.116638982878448e-08,-1.1552490164972456e-07,-6.04726693066245e-07,1.6067758343801275e-05,-0.00013012380721828348,-0.0010374174495015869,-0.0008803202086391089,-0.0006786089770212668,-0.001797925673383013,0.002270779123144422,7.489049515015955e-09,8.512151996303807e-08,5.6152675669616674e-08,4.040045939474798e-08,3.837144637530436e-07,-6.2538322741146765e-06
