X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
90.000,0.000,0.000,3.809,300.000,0.0,1.0e-06,0.078
90.000,0.000,0.000,2.789,3258.780,0.6,2.8e-05,0.850
90.000,0.000,0.000,2.733,3143.641,0.6,4.4e-05,0.796
90.000,0.000,0.000,2.727,2972.548,0.6,6.6e-05,0.757
90.000,0.000,0.000,5.000,2248.465,0.8,9.5e-05,0.723
90.000,0.000,0.000,0.000,336.144,0.0,1.0e-06,0.027
