time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.325333709e-05,7.860400000e-05,7.253240000e-08,6.288320000e-06,2.861917050e+02,2.477300000e+02
1.456000e-05,2.350365136e-05,3.677360000e-05,2.795000000e-08,2.941888000e-06,4.322745800e+02,3.208900000e+02
1.744000e-05,2.366534327e-06,7.069200000e-06,1.325604000e-08,5.655360000e-07,1.478425825e+03,7.128300000e+02
2.146000e-05,-5.129223287e-06,-6.677040000e-06,2.241160000e-08,5.341632000e-07,-6.247433095e+02,-5.238500000e+02
2.549000e-05,-5.975608765e-06,-7.512960000e-06,2.265240000e-09,6.010368000e-07,-4.235594580e+02,-3.636600000e+02
2.950000e-05,-5.190689941e-06,-7.146600000e-06,1.752680000e-08,5.717280000e-07,-3.646969476e+02,-2.946200000e+02
3.528000e-05,-3.725904092e-06,-3.801200000e-06,2.088080000e-09,3.040960000e-07,-3.376111684e+02,-3.331600000e+02
4.330000e-05,-2.257518787e-06,-2.449280000e-06,7.105320000e-09,1.959424000e-07,-3.351337278e+02,-3.173200000e+02
5.140000e-05,-1.365314960e-06,-1.293096000e-06,4.535640000e-09,1.034476800e-07,-3.521208832e+02,-3.650800000e+02
5.941000e-05,-8.425773446e-07,-7.026200000e-07,3.219840000e-09,5.620960000e-08,-3.816041665e+02,-4.307600000e+02
7.095000e-05,-4.178103728e-07,-3.243920000e-07,2.232560000e-09,2.595136000e-08,-4.531187865e+02,-5.363100000e+02
8.707000e-05,-1.731869072e-07,-1.305480000e-07,2.299640000e-09,1.044384000e-08,-5.794214940e+02,-6.995100000e+02
1.031600e-04,-6.999101698e-08,-5.187520000e-08,2.256640000e-09,4.150016000e-09,-7.990460122e+02,-9.755700000e+02
1.192200e-04,-2.409869283e-08,-2.936040000e-08,2.189560000e-09,2.348832000e-09,-1.278030918e+03,-1.120500000e+03
