time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.358419858e-05,7.373640000e-05,2.488840000e-08,8.111004000e-06,2.587356631e+02,2.585300000e+02
1.456000e-05,2.857099646e-05,3.273160000e-05,4.506400000e-08,3.600476000e-06,3.795185403e+02,3.468200000e+02
1.744000e-05,3.399472334e-06,4.150360000e-06,5.547000000e-08,4.565396000e-07,1.161271422e+03,1.016830000e+03
2.146000e-05,-5.569134646e-06,-7.712480000e-06,1.726880000e-08,8.483728000e-07,-5.913948506e+02,-4.758400000e+02
2.549000e-05,-6.810638755e-06,-7.500920000e-06,1.725160000e-09,8.251012000e-07,-3.881896251e+02,-3.640500000e+02
2.950000e-05,-6.043811295e-06,-7.621320000e-06,1.369292000e-08,8.383452000e-07,-3.295147980e+02,-2.822400000e+02
3.528000e-05,-4.364437627e-06,-3.789160000e-06,1.656360000e-09,4.168076000e-07,-3.038218882e+02,-3.338800000e+02
4.330000e-05,-2.548123721e-06,-2.681480000e-06,1.002932000e-08,2.949628000e-07,-3.091424983e+02,-2.988100000e+02
5.140000e-05,-1.482820565e-06,-1.412292000e-06,5.615800000e-09,1.553521200e-07,-3.332636512e+02,-3.442500000e+02
5.941000e-05,-8.697878917e-07,-7.683240000e-07,3.565560000e-09,8.451564000e-08,-3.736033150e+02,-4.058600000e+02
7.095000e-05,-3.836611852e-07,-3.458920000e-07,2.289320000e-09,3.804812000e-08,-4.796225986e+02,-5.138900000e+02
8.707000e-05,-1.163295409e-07,-1.274176000e-07,1.850720000e-09,1.401593600e-08,-7.554596910e+02,-7.108800000e+02
