X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.000,0.000,0.000,3.719,300.000,0.0,1.0e-06,0.082
100.000,0.000,0.000,2.774,3258.466,0.5,3.8e-05,0.831
100.000,0.000,0.000,2.755,3123.723,0.6,4.6e-05,0.817
100.000,0.000,0.000,2.760,2957.582,0.7,5.7e-05,0.798
100.000,0.000,0.000,5.000,2083.598,0.9,7.3e-05,0.795
100.000,0.000,0.000,0.000,332.949,0.0,1.0e-06,0.025
