X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.000,0.000,0.000,3.690,300.000,0.0,1.0e-06,0.083
100.000,0.000,0.000,2.736,3278.474,0.5,4.0e-05,0.810
100.000,0.000,0.000,2.742,3124.946,0.6,4.6e-05,0.811
100.000,0.000,0.000,2.766,2940.812,0.7,5.6e-05,0.800
100.000,0.000,0.000,5.000,2077.268,0.9,7.4e-05,0.795
100.000,0.000,0.000,0.000,333.321,0.0,1.0e-06,0.024
