X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.02,2998.511,3.69,300.0,0.0,1e-06,0.083
100.02,2998.511,2.736,3278.474,0.5,4e-05,0.81
100.02,2998.511,2.742,3124.946,0.6,4.6e-05,0.811
100.02,2998.511,2.766,2940.812,0.7,5.6e-05,0.8
100.02,2998.511,5.0,2077.268,0.9,7.4e-05,0.795
100.02,2998.511,0.0,333.321,0.0,1e-06,0.024
