time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.440567831e-05,7.373640000e-05,2.488840000e-08,1.032309600e-05,2.568277519e+02,2.585300000e+02
1.456000e-05,2.876664080e-05,3.273160000e-05,4.506400000e-08,4.582424000e-06,3.777958256e+02,3.468200000e+02
1.744000e-05,3.324624113e-06,4.150360000e-06,5.547000000e-08,5.810504000e-07,1.178636028e+03,1.016830000e+03
2.146000e-05,-5.668879357e-06,-7.712480000e-06,1.726880000e-08,1.079747200e-06,-5.844372308e+02,-4.758400000e+02
2.549000e-05,-6.878155677e-06,-7.500920000e-06,1.725160000e-09,1.050128800e-06,-3.856451023e+02,-3.640500000e+02
2.950000e-05,-6.081819874e-06,-7.621320000e-06,1.369292000e-08,1.066984800e-06,-3.281404867e+02,-2.822400000e+02
3.528000e-05,-4.377134655e-06,-3.789160000e-06,1.656360000e-09,5.304824000e-07,-3.032340604e+02,-3.338800000e+02
4.330000e-05,-2.547430322e-06,-2.681480000e-06,1.002932000e-08,3.754072000e-07,-3.091985939e+02,-2.988100000e+02
5.140000e-05,-1.480125216e-06,-1.412292000e-06,5.615800000e-09,1.977208800e-07,-3.336681167e+02,-3.442500000e+02
5.941000e-05,-8.678129084e-07,-7.683240000e-07,3.565560000e-09,1.075653600e-07,-3.741699354e+02,-4.058600000e+02
7.095000e-05,-3.830103097e-07,-3.458920000e-07,2.289320000e-09,4.842488000e-08,-4.801658150e+02,-5.138900000e+02
8.707000e-05,-1.166564668e-07,-1.274176000e-07,1.850720000e-09,1.783846400e-08,-7.540475969e+02,-7.108800000e+02
