X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.439,402.594,7.798,37.891,0.0,1e-06,0.1
70.439,402.594,8.714,61.695,0.1,9.4e-05,0.551
70.439,402.594,7.702,23.091,0.3,0.00011,0.477
70.439,402.594,8.644,18.553,0.4,0.00011,0.419
70.439,402.594,8.502,18.116,0.4,0.00011,0.412
70.439,402.594,0.0,26.089,0.4,0.0001,0.479
