time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,8.495393079e-04,1.019424000e-03,1.635801600e-06,7.135968000e-05,3.500366950e+01,3.104000000e+01
6.070000e-06,5.162522606e-04,5.324096000e-04,8.213120000e-07,3.726867200e-05,3.614320794e+01,3.541000000e+01
7.080000e-06,3.436662967e-04,3.303616000e-04,6.476032000e-07,2.312531200e-05,3.668054397e+01,3.767000000e+01
8.520000e-06,2.190196004e-04,2.027564800e-04,3.091072000e-07,1.419295360e-05,3.637987308e+01,3.832000000e+01
1.053000e-05,1.338580832e-04,1.236166400e-04,2.101561600e-07,8.653164800e-06,3.548995696e+01,3.743000000e+01
1.255000e-05,9.057426914e-05,8.567360000e-05,1.726329600e-07,5.997152000e-06,3.436948758e+01,3.569000000e+01
1.456000e-05,6.601935466e-05,6.423552000e-05,1.514572800e-07,4.496486400e-06,3.312831530e+01,3.376000000e+01
1.744000e-05,4.553357467e-05,4.568384000e-05,7.137280000e-08,3.197868800e-06,3.141356270e+01,3.135000000e+01
2.146000e-05,3.024638273e-05,3.114688000e-05,8.727424000e-08,2.180281600e-06,2.920231855e+01,2.863000000e+01
2.549000e-05,2.183149725e-05,2.279731200e-05,5.932864000e-08,1.595811840e-06,2.724229882e+01,2.647000000e+01
2.950000e-05,1.665220583e-05,1.731577600e-05,6.914240000e-08,1.212104320e-06,2.557984757e+01,2.492000000e+01
3.528000e-05,1.196418679e-05,1.252960000e-05,4.744192000e-08,8.770720000e-07,2.366533964e+01,2.295000000e+01
4.330000e-05,8.191568465e-06,8.512256000e-06,3.245888000e-08,5.958579200e-07,2.165332636e+01,2.111000000e+01
5.140000e-05,5.985172844e-06,6.197888000e-06,2.776192000e-08,4.338521600e-07,2.005670082e+01,1.960000000e+01
5.941000e-05,4.626230967e-06,4.749440000e-06,3.844160000e-08,3.324608000e-07,1.870675095e+01,1.838000000e+01
7.095000e-05,3.364139329e-06,3.345600000e-06,2.032550400e-08,2.341920000e-07,1.720861202e+01,1.727000000e+01
8.707000e-05,2.402651099e-06,2.280518400e-06,1.703500800e-08,1.596362880e-07,1.531114886e+01,1.585000000e+01
1.031600e-04,1.791544135e-06,1.680934400e-06,1.546060800e-08,1.176654080e-07,1.403606149e+01,1.464000000e+01
1.192200e-04,1.357946991e-06,1.264768000e-06,1.649971200e-08,8.853376000e-08,1.326616573e+01,1.391000000e+01
1.423300e-04,9.095255732e-07,8.976704000e-07,9.868864000e-09,6.283692800e-08,1.289867600e+01,1.301000000e+01
1.745400e-04,5.403853594e-07,6.313344000e-07,1.073216000e-08,4.419340800e-08,1.299037905e+01,1.171000000e+01
