X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
75.000,0.000,0.000,7.798,37.891,0.0,1.0e-06,0.100
75.000,0.000,0.000,8.714,61.695,0.1,9.4e-05,0.551
75.000,0.000,0.000,7.702,23.091,0.3,1.1e-04,0.477
75.000,0.000,0.000,8.644,18.553,0.4,1.1e-04,0.419
75.000,0.000,0.000,8.502,18.116,0.4,1.1e-04,0.412
75.000,0.000,0.000,0.000,26.089,0.4,1.0e-04,0.479
