X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.439,402.594,9.99,35.054,0.0,1e-06,0.1
70.439,402.594,8.654,69.036,0.1,9.5e-05,0.556
70.439,402.594,7.356,18.047,0.3,0.00011,0.439
70.439,402.594,8.581,17.898,0.4,0.00011,0.42
70.439,402.594,8.769,16.266,0.4,0.00012,0.395
70.439,402.594,0.0,21.337,0.4,0.00011,0.439
