time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,8.474758379e-04,1.019424000e-03,1.635801600e-06,9.174816000e-05,3.506046541e+01,3.104000000e+01
6.070000e-06,5.183907001e-04,5.324096000e-04,8.213120000e-07,4.791686400e-05,3.604374204e+01,3.541000000e+01
7.080000e-06,3.465943020e-04,3.303616000e-04,6.476032000e-07,2.973254400e-05,3.647366883e+01,3.767000000e+01
8.520000e-06,2.212223429e-04,2.027564800e-04,3.091072000e-07,1.824808320e-05,3.613797747e+01,3.832000000e+01
1.053000e-05,1.347232498e-04,1.236166400e-04,2.101561600e-07,1.112549760e-05,3.533785411e+01,3.743000000e+01
1.255000e-05,9.052686513e-05,8.567360000e-05,1.726329600e-07,7.710624000e-06,3.438148482e+01,3.569000000e+01
1.456000e-05,6.547692906e-05,6.423552000e-05,1.514572800e-07,5.781196800e-06,3.331102522e+01,3.376000000e+01
1.744000e-05,4.473653298e-05,4.568384000e-05,7.137280000e-08,4.111545600e-06,3.178558013e+01,3.135000000e+01
2.146000e-05,2.949395857e-05,3.114688000e-05,8.727424000e-08,2.803219200e-06,2.969688650e+01,2.863000000e+01
2.549000e-05,2.126268944e-05,2.279731200e-05,5.932864000e-08,2.051758080e-06,2.772600535e+01,2.647000000e+01
2.950000e-05,1.627549872e-05,1.731577600e-05,6.914240000e-08,1.558419840e-06,2.597304864e+01,2.492000000e+01
3.528000e-05,1.181029876e-05,1.252960000e-05,4.744192000e-08,1.127664000e-06,2.387046848e+01,2.295000000e+01
4.330000e-05,8.223345940e-06,8.512256000e-06,3.245888000e-08,7.661030400e-07,2.159750707e+01,2.111000000e+01
5.140000e-05,6.100583052e-06,6.197888000e-06,2.776192000e-08,5.578099200e-07,1.980294273e+01,1.960000000e+01
5.941000e-05,4.763736586e-06,4.749440000e-06,3.844160000e-08,4.274496000e-07,1.834501534e+01,1.838000000e+01
7.095000e-05,3.480791685e-06,3.345600000e-06,2.032550400e-08,3.011040000e-07,1.682195516e+01,1.727000000e+01
8.707000e-05,2.462173940e-06,2.280518400e-06,1.703500800e-08,2.052466560e-07,1.506337998e+01,1.585000000e+01
1.031600e-04,1.802705266e-06,1.680934400e-06,1.546060800e-08,1.512840960e-07,1.397806702e+01,1.464000000e+01
1.192200e-04,1.338006015e-06,1.264768000e-06,1.649971200e-08,1.138291200e-07,1.339764870e+01,1.391000000e+01
1.423300e-04,8.685223114e-07,8.976704000e-07,9.868864000e-09,8.079033600e-08,1.330151445e+01,1.301000000e+01
1.745400e-04,4.963288408e-07,6.313344000e-07,1.073216000e-08,5.682009600e-08,1.374815854e+01,1.171000000e+01
