X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.439,402.594,8.651,36.005,0.0,1e-06,0.1
70.439,402.594,8.873,65.558,0.1,9.4e-05,0.552
70.439,402.594,7.381,20.25,0.3,0.00011,0.468
70.439,402.594,8.982,18.707,0.4,0.00011,0.418
70.439,402.594,8.787,17.256,0.4,0.00012,0.404
70.439,402.594,0.0,23.904,0.4,0.0001,0.464
