thk_01,thk_02,res0_01,res0_02,res0_03,phim_01,phim_02,phim_03,taup_01,taup_02,taup_03,c_01,c_02,c_03
2.03125e+00,1.50469e+01,4.26562e+02,3.04688e+03,2.29688e+02,8.97656e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.50469e+01,4.26562e+02,7.76562e+03,2.29688e+02,8.64844e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.50469e+01,4.26562e+02,7.76562e+03,2.29688e+02,8.97656e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.50469e+01,4.26562e+02,7.76562e+03,2.29688e+02,8.97656e-01,2.60937e-04,7.61719e-01
2.03125e+00,1.50469e+01,4.26562e+02,7.76562e+03,2.29688e+02,8.97656e-01,7.67187e-04,6.24219e-01
2.03125e+00,1.50469e+01,4.26562e+02,7.76562e+03,4.94062e+02,8.97656e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.50469e+01,5.48438e+02,7.76562e+03,2.29688e+02,8.97656e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.85156e+01,4.26562e+02,7.76562e+03,2.29688e+02,8.97656e-01,2.60937e-04,6.24219e-01
2.03125e+00,1.85156e+01,5.48438e+02,3.04688e+03,4.94062e+02,8.64844e-01,7.67187e-04,7.61719e-01
2.03125e+00,2.01094e+01,3.32812e+02,4.95312e+03,2.63438e+02,7.57031e-01,4.92188e-04,8.27344e-01
2.03125e+00,2.01094e+01,6.92188e+02,7.10938e+03,2.05312e+02,6.74219e-01,4.98437e-04,7.14844e-01
2.03125e+00,2.32031e+01,3.32812e+02,7.10938e+03,2.05312e+02,6.74219e-01,4.98437e-04,7.14844e-01
2.03125e+00,2.32031e+01,6.92188e+02,4.95312e+03,2.05312e+02,6.74219e-01,4.98437e-04,7.14844e-01
2.03125e+00,2.32031e+01,6.92188e+02,7.10938e+03,2.05312e+02,6.74219e-01,4.92188e-04,7.14844e-01
2.03125e+00,2.32031e+01,6.92188e+02,7.10938e+03,2.05312e+02,6.74219e-01,4.98437e-04,7.14844e-01
2.03125e+00,2.32031e+01,6.92188e+02,7.10938e+03,2.05312e+02,6.74219e-01,4.98437e-04,8.27344e-01
2.03125e+00,2.32031e+01,6.92188e+02,7.10938e+03,2.05312e+02,7.57031e-01,4.98437e-04,7.14844e-01
2.03125e+00,2.32031e+01,6.92188e+02,7.10938e+03,2.63438e+02,6.74219e-01,4.98437e-04,7.14844e-01
2.09375e+00,6.04688e+00,6.42188e+02,3.35938e+03,4.34062e+02,7.46094e-01,4.26562e-04,6.94531e-01
2.09375e+00,6.04688e+00,8.26562e+02,2.39062e+03,2.33438e+02,9.88281e-01,8.39062e-04,9.91406e-01
2.09375e+00,1.32656e+01,5.70312e+02,3.07812e+03,2.89688e+02,6.16406e-01,4.07812e-04,8.38281e-01
