X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
25.000,0.000,0.000,6.182,59.306,0.0,1.0e-06,0.100
25.000,0.000,0.000,8.728,74.297,0.2,7.9e-05,0.583
25.000,0.000,0.000,8.199,46.160,0.2,8.9e-05,0.531
25.000,0.000,0.000,8.119,37.467,0.2,9.7e-05,0.520
25.000,0.000,0.000,7.994,29.577,0.3,1.0e-04,0.499
25.000,0.000,0.000,0.000,22.129,0.4,1.1e-04,0.456
