time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.561843007e-04,6.906368000e-04,2.181331200e-06,6.215731200e-05,4.158008152e+01,4.024000000e+01
6.070000e-06,4.189820675e-04,3.901888000e-04,1.161382400e-06,3.511699200e-05,4.154043599e+01,4.357000000e+01
7.080000e-06,2.872708947e-04,2.601171200e-04,8.551616000e-07,2.341054080e-05,4.133639941e+01,4.419000000e+01
8.520000e-06,1.848652471e-04,1.675686400e-04,4.216768000e-07,1.508117760e-05,4.073299252e+01,4.351000000e+01
1.053000e-05,1.114009428e-04,1.048288000e-04,2.571520000e-07,9.434592000e-06,4.011215206e+01,4.177000000e+01
1.255000e-05,7.295523952e-05,7.187136000e-05,1.731577600e-07,6.468422400e-06,3.970135149e+01,4.012000000e+01
1.456000e-05,5.088130892e-05,5.129920000e-05,1.665715200e-07,4.616928000e-06,3.941014361e+01,3.922000000e+01
1.744000e-05,3.253023629e-05,3.379712000e-05,7.412800000e-08,3.041740800e-06,3.930793352e+01,3.832000000e+01
2.146000e-05,1.914939020e-05,2.024416000e-05,6.714816000e-08,1.821974400e-06,3.960618368e+01,3.816000000e+01
2.549000e-05,1.215257388e-05,1.279200000e-05,6.171648000e-08,1.151280000e-06,4.025815985e+01,3.891000000e+01
2.950000e-05,8.183924289e-06,8.543744000e-06,7.494144000e-08,7.689369600e-07,4.107441599e+01,3.990000000e+01
3.528000e-05,5.003040492e-06,5.140416000e-06,3.167168000e-08,4.626374400e-07,4.231998643e+01,4.157000000e+01
4.330000e-05,2.863083791e-06,2.972992000e-06,3.340352000e-08,2.675692800e-07,4.363951946e+01,4.255000000e+01
5.140000e-05,1.838634092e-06,1.739974400e-06,3.280000000e-08,1.565976960e-07,4.405350035e+01,4.570000000e+01
5.941000e-05,1.294286109e-06,1.260832000e-06,3.482048000e-08,1.134748800e-07,4.373170184e+01,4.450000000e+01
7.095000e-05,8.570678009e-07,7.824768000e-07,1.887443200e-08,7.042291200e-08,4.282049728e+01,4.550000000e+01
8.707000e-05,5.667929093e-07,5.436928000e-07,1.789305600e-08,4.893235200e-08,4.010378033e+01,4.123000000e+01
1.031600e-04,4.064792775e-07,3.825792000e-07,1.457632000e-08,3.443212800e-08,3.773155149e+01,3.929000000e+01
1.192200e-04,3.042777817e-07,2.742080000e-07,1.758867200e-08,2.467872000e-08,3.596006507e+01,3.855000000e+01
1.423300e-04,2.070774556e-07,2.338771200e-07,1.012076800e-08,2.104894080e-08,3.459392691e+01,3.190000000e+01
1.745400e-04,1.312544320e-07,1.787206400e-07,1.064294400e-08,1.608485760e-08,3.336938647e+01,2.716000000e+01
