time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.200880298e-04,6.906368000e-04,2.181331200e-06,4.834457600e-05,4.317844472e+01,4.024000000e+01
6.070000e-06,3.987561071e-04,3.901888000e-04,1.161382400e-06,2.731321600e-05,4.293351464e+01,4.357000000e+01
7.080000e-06,2.756342022e-04,2.601171200e-04,8.551616000e-07,1.820819840e-05,4.249178665e+01,4.419000000e+01
8.520000e-06,1.794670265e-04,1.675686400e-04,4.216768000e-07,1.172980480e-05,4.154576144e+01,4.351000000e+01
1.053000e-05,1.097887465e-04,1.048288000e-04,2.571520000e-07,7.338016000e-06,4.050388266e+01,4.177000000e+01
1.255000e-05,7.283408391e-05,7.187136000e-05,1.731577600e-07,5.030995200e-06,3.974536668e+01,4.012000000e+01
1.456000e-05,5.132299673e-05,5.129920000e-05,1.665715200e-07,3.590944000e-06,3.918370784e+01,3.922000000e+01
1.744000e-05,3.317104518e-05,3.379712000e-05,7.412800000e-08,2.365798400e-06,3.880004723e+01,3.832000000e+01
2.146000e-05,1.968218802e-05,2.024416000e-05,6.714816000e-08,1.417091200e-06,3.888815857e+01,3.816000000e+01
2.549000e-05,1.249952770e-05,1.279200000e-05,6.171648000e-08,8.954400000e-07,3.950969689e+01,3.891000000e+01
2.950000e-05,8.374408529e-06,8.543744000e-06,7.494144000e-08,5.980620800e-07,4.044917830e+01,3.990000000e+01
3.528000e-05,5.046193256e-06,5.140416000e-06,3.167168000e-08,3.598291200e-07,4.207837365e+01,4.157000000e+01
4.330000e-05,2.813899480e-06,2.972992000e-06,3.340352000e-08,2.081094400e-07,4.414656790e+01,4.255000000e+01
5.140000e-05,1.765519578e-06,1.739974400e-06,3.280000000e-08,1.217982080e-07,4.526149926e+01,4.570000000e+01
5.941000e-05,1.225541068e-06,1.260832000e-06,3.482048000e-08,8.825824000e-08,4.535216171e+01,4.450000000e+01
7.095000e-05,8.101878835e-07,7.824768000e-07,1.887443200e-08,5.477337600e-08,4.445677931e+01,4.550000000e+01
8.707000e-05,5.465951948e-07,5.436928000e-07,1.789305600e-08,3.805849600e-08,4.108573355e+01,4.123000000e+01
1.031600e-04,4.038814481e-07,3.825792000e-07,1.457632000e-08,2.678054400e-08,3.789317540e+01,3.929000000e+01
1.192200e-04,3.117507596e-07,2.742080000e-07,1.758867200e-08,1.919456000e-08,3.538307854e+01,3.855000000e+01
1.423300e-04,2.214466540e-07,2.338771200e-07,1.012076800e-08,1.637139840e-08,3.308077396e+01,3.190000000e+01
1.745400e-04,1.475125287e-07,1.787206400e-07,1.064294400e-08,1.251044480e-08,3.087011645e+01,2.716000000e+01
