X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
25.241,406.296,7.692,47.431,0.0,1e-06,0.1
25.241,406.296,10.056,88.1,0.2,7.9e-05,0.623
25.241,406.296,8.573,41.551,0.3,8.9e-05,0.53
25.241,406.296,8.628,42.273,0.2,9.5e-05,0.533
25.241,406.296,8.341,30.628,0.3,0.0001,0.503
25.241,406.296,0.0,19.196,0.4,0.00011,0.42
