time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.073970978e-04,6.906368000e-04,2.181331200e-06,3.453184000e-05,4.377781536e+01,4.024000000e+01
6.070000e-06,3.908643485e-04,3.901888000e-04,1.161382400e-06,1.950944000e-05,4.350948750e+01,4.357000000e+01
7.080000e-06,2.704901437e-04,2.601171200e-04,8.551616000e-07,1.300585600e-05,4.302881968e+01,4.419000000e+01
8.520000e-06,1.765369822e-04,1.675686400e-04,4.216768000e-07,8.378432000e-06,4.200419852e+01,4.351000000e+01
1.053000e-05,1.084896102e-04,1.048288000e-04,2.571520000e-07,5.241440000e-06,4.082659006e+01,4.177000000e+01
1.255000e-05,7.236483121e-05,7.187136000e-05,1.731577600e-07,3.593568000e-06,3.991700182e+01,4.012000000e+01
1.456000e-05,5.128458374e-05,5.129920000e-05,1.665715200e-07,2.564960000e-06,3.920327156e+01,3.922000000e+01
1.744000e-05,3.341603591e-05,3.379712000e-05,7.412800000e-08,1.689856000e-06,3.861017222e+01,3.832000000e+01
2.146000e-05,2.002534590e-05,2.024416000e-05,6.714816000e-08,1.012208000e-06,3.844261705e+01,3.816000000e+01
2.549000e-05,1.280860755e-05,1.279200000e-05,6.171648000e-08,6.396000000e-07,3.887151677e+01,3.891000000e+01
2.950000e-05,8.613453197e-06,8.543744000e-06,7.494144000e-08,4.271872000e-07,3.969729674e+01,3.990000000e+01
3.528000e-05,5.186184020e-06,5.140416000e-06,3.167168000e-08,2.570208000e-07,4.131771065e+01,4.157000000e+01
4.330000e-05,2.861708456e-06,2.972992000e-06,3.340352000e-08,1.486496000e-07,4.365350042e+01,4.255000000e+01
5.140000e-05,1.766184190e-06,1.739974400e-06,3.280000000e-08,8.699872000e-08,4.525014400e+01,4.570000000e+01
5.941000e-05,1.207594552e-06,1.260832000e-06,3.482048000e-08,6.304160000e-08,4.580038637e+01,4.450000000e+01
7.095000e-05,7.880020142e-07,7.824768000e-07,1.887443200e-08,3.912384000e-08,4.528735339e+01,4.550000000e+01
8.707000e-05,5.324410738e-07,5.436928000e-07,1.789305600e-08,2.718464000e-08,4.181067875e+01,4.123000000e+01
1.031600e-04,3.987293317e-07,3.825792000e-07,1.457632000e-08,1.912896000e-08,3.821889680e+01,3.929000000e+01
1.192200e-04,3.131018131e-07,2.742080000e-07,1.758867200e-08,1.758867200e-08,3.528121843e+01,3.855000000e+01
1.423300e-04,2.283058405e-07,2.338771200e-07,1.012076800e-08,1.169385600e-08,3.241482856e+01,3.190000000e+01
1.745400e-04,1.569359033e-07,1.787206400e-07,1.064294400e-08,1.064294400e-08,2.962165586e+01,2.716000000e+01
