X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
25.241,406.296,7.006,61.573,0.0,1e-06,0.1
25.241,406.296,8.875,72.446,0.2,8e-05,0.603
25.241,406.296,8.364,44.071,0.2,8.9e-05,0.53
25.241,406.296,8.382,36.986,0.2,9.6e-05,0.518
25.241,406.296,8.22,30.745,0.3,0.0001,0.501
25.241,406.296,0.0,19.98,0.4,0.00011,0.436
