,sensitivity,confidence
$\mathrm{thk}_{1}$,6.390976931060543,4.147045213059572
$\mathrm{thk}_{2}$,1.2240978493856023,0.7267350302123774
$\mathrm{thk}_{3}$,1.0356324190997972,0.633901947185119
$\mathrm{thk}_{4}$,0.9821878834813225,0.6433314740102722
$\mathrm{thk}_{5}$,1.358626400838767,0.7961009613999923
"$\rho_{0,1}$",51.144059328960296,31.417787169485685
"$\rho_{0,2}$",11.874009935412705,7.71689065665889
"$\rho_{0,3}$",0.7809022711377288,0.47305104317091184
"$\rho_{0,4}$",1.1815938674833082,0.6522564285750915
"$\rho_{0,5}$",0.859832240664924,0.5206544919986001
"$\rho_{0,6}$",1.231615722926739,0.7665010869711243
"$\phi_{\mathrm{max}, 2}$",2.3903799873429223,1.5765807489353372
"$\phi_{\mathrm{max}, 3}$",2.543323143946722,1.5611745726942172
"$\phi_{\mathrm{max}, 4}$",1.319072188455841,0.772613290500219
"$\phi_{\mathrm{max}, 5}$",2.1995551493693246,1.2658918607344005
"$\phi_{\mathrm{max}, 6}$",1.491866635252479,0.8627750943639494
"$\tau_{\phi, 2}$",1.2461565846353686,0.813652016793621
"$\tau_{\phi, 3}$",1.1389579975274027,0.7397399065663678
"$\tau_{\phi, 4}$",1.534216885253879,0.9025729073006825
"$\tau_{\phi, 5}$",0.9295417403689055,0.5708779105885563
"$\tau_{\phi, 6}$",1.768083153666951,1.1260807998708322
$c_{2}$,1.2430047997831557,0.8591740942574198
$c_{3}$,1.3245831422248413,0.8022212360999279
$c_{4}$,1.8361465113047442,1.1174042332212832
$c_{5}$,1.3572785161912526,0.8461719375309064
$c_{6}$,0.9754900054079811,0.6183763179149944
