,sensitivity,confidence
$\mathrm{thk}_{1}$,11.503621317384134,6.848396680929663
$\mathrm{thk}_{2}$,3.520361814105169,2.164360720075973
$\mathrm{thk}_{3}$,1.300236715622983,0.8432588338927536
$\mathrm{thk}_{4}$,1.2765470249384017,0.8193742575227869
$\mathrm{thk}_{5}$,1.3658960416811383,0.8492341011447704
"$\rho_{0,1}$",36.40795452078334,22.47062949726241
"$\rho_{0,2}$",11.000412647176562,6.765144135101747
"$\rho_{0,3}$",0.9741804873698932,0.5569708362241043
"$\rho_{0,4}$",1.7379965423097097,1.030402610313363
"$\rho_{0,5}$",1.1304023047860676,0.7388173470165362
"$\rho_{0,6}$",1.3530816256714648,0.7985322343675754
"$\phi_{\mathrm{max}, 2}$",2.46581812239776,1.5329760754715016
"$\phi_{\mathrm{max}, 3}$",2.7878798527036035,1.7167260971282245
"$\phi_{\mathrm{max}, 4}$",1.9840113282454988,1.202618197709231
"$\phi_{\mathrm{max}, 5}$",2.4164642210295266,1.4520056703584527
"$\phi_{\mathrm{max}, 6}$",1.3582082334744685,0.7816482927574022
"$\tau_{\phi, 2}$",1.875505531856348,1.1749940699304162
"$\tau_{\phi, 3}$",1.8293238186759933,1.146150008121371
"$\tau_{\phi, 4}$",1.802650282408318,1.171747669380129
"$\tau_{\phi, 5}$",1.2908171357274498,0.8062526738051354
"$\tau_{\phi, 6}$",1.6141978907740653,0.9532063153426666
$c_{2}$,2.0337287417956977,1.24344402975034
$c_{3}$,1.396962319766305,0.9002831170678414
$c_{4}$,1.2819389940593002,0.7569671490901626
$c_{5}$,1.7950038969897468,1.1029375309673357
$c_{6}$,1.5512649701933712,1.0292729193244474
