,sensitivity,confidence
$\mathrm{thk}_{1}$,3.546910840456378,2.482531095447174
$\mathrm{thk}_{2}$,1.3477028561388242,0.8534828480172181
$\mathrm{thk}_{3}$,1.7584990341481346,1.0331274388831728
$\mathrm{thk}_{4}$,2.386674890184258,1.3976612741933643
$\mathrm{thk}_{5}$,1.1748196838806182,0.7516885691144913
$\mathrm{thk}_{6}$,0.8856828139665567,0.5379202561259225
$\mathrm{thk}_{7}$,1.1975465172343762,0.7393559988174889
$\rho_{1}$,25.389071441388033,15.939763516493352
$\rho_{2}$,14.307808459047289,8.774974669343365
$\rho_{3}$,4.692618533519171,2.8999693544708793
$\rho_{4}$,2.7332806747060743,1.7828042888592204
$\rho_{5}$,0.898791423747225,0.5540855860626878
$\rho_{6}$,0.8506779381948151,0.5324457547983865
$\rho_{7}$,0.8712908566777388,0.5435385506488403
$\rho_{8}$,0.8774889497305643,0.5258525725161078
