,sensitivity,confidence
$\mathrm{thk}_{1}$,6.426155042930058,4.091929276449712
$\mathrm{thk}_{2}$,1.4464914528510675,0.8352773587321399
$\mathrm{thk}_{3}$,1.3770773698090784,0.8540861185654379
$\mathrm{thk}_{4}$,1.9458250566586726,1.1686686539648843
$\mathrm{thk}_{5}$,1.0499633322884496,0.6295254686918333
$\mathrm{thk}_{6}$,1.2901037080928828,0.8057173898164978
$\mathrm{thk}_{7}$,1.1446836852629982,0.6971220970734534
$\rho_{1}$,32.20870642829315,21.046006900766134
$\rho_{2}$,14.781328152102093,9.854233189231634
$\rho_{3}$,3.7589728758035412,2.276673609575862
$\rho_{4}$,1.6434271435151953,0.981687668086947
$\rho_{5}$,2.0238583787905977,1.2181629462765275
$\rho_{6}$,0.5923040236570926,0.3715039403083118
$\rho_{7}$,0.9432048221943784,0.553561122536503
$\rho_{8}$,1.1474560761990584,0.7235673701563033
