X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.29,3026.908,3.782,300.0,0.0,1e-06,0.08
10.29,3026.908,2.741,3322.302,0.5,3.4e-05,0.847
10.29,3026.908,2.709,3184.903,0.6,4.7e-05,0.827
10.29,3026.908,2.706,3013.218,0.6,6.3e-05,0.805
10.29,3026.908,5.0,2196.353,0.8,7.3e-05,0.763
10.29,3026.908,0.0,333.251,0.0,1e-06,0.024
