time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.760255479e-05,7.813960000e-05,5.330280000e-08,8.595356000e-06,2.737813945e+02,2.487000000e+02
1.456000e-05,2.686141413e-05,3.823560000e-05,4.817720000e-08,4.205916000e-06,3.954552451e+02,3.126300000e+02
1.744000e-05,3.861025453e-06,9.828080000e-06,4.723120000e-08,1.081088800e-06,1.066775344e+03,5.722800000e+02
2.146000e-05,-3.640306238e-06,-3.469240000e-06,4.162400000e-08,3.816164000e-07,-7.851947808e+02,-8.106700000e+02
2.549000e-05,-4.613471511e-06,-5.641600000e-06,3.347120000e-08,6.205760000e-07,-5.032887920e+02,-4.401600000e+02
2.950000e-05,-4.219744173e-06,-4.982840000e-06,2.557640000e-08,5.481124000e-07,-4.186888917e+02,-3.746900000e+02
3.528000e-05,-3.148376169e-06,-3.240480000e-06,1.738920000e-08,3.564528000e-07,-3.777288662e+02,-3.705800000e+02
4.330000e-05,-1.845161697e-06,-1.640536000e-06,1.055048000e-08,1.804589600e-07,-3.833682117e+02,-4.146100000e+02
5.140000e-05,-1.023338683e-06,-8.553560000e-07,8.572480000e-09,9.408916000e-08,-4.267439973e+02,-4.808900000e+02
5.941000e-05,-5.822758003e-07,-4.659480000e-07,8.054760000e-09,5.125428000e-08,-4.882030244e+02,-5.664400000e+02
7.095000e-05,-2.473370260e-07,-2.026160000e-07,6.259080000e-09,2.228776000e-08,-6.426957935e+02,-7.340700000e+02
8.707000e-05,-5.854969912e-08,-6.536000000e-08,5.963240000e-09,7.189600000e-09,-1.193955648e+03,-1.109300000e+03
