X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.000,0.000,0.000,3.724,300.000,0.0,1.0e-06,0.083
10.000,0.000,0.000,2.710,3295.273,0.5,3.6e-05,0.843
10.000,0.000,0.000,2.710,3135.103,0.6,4.5e-05,0.829
10.000,0.000,0.000,2.736,2930.940,0.7,5.9e-05,0.806
10.000,0.000,0.000,5.000,2257.090,0.8,7.2e-05,0.760
10.000,0.000,0.000,0.000,333.300,0.0,1.0e-06,0.025
