X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
10.000,0.000,0.000,3.731,300.000,0.0,1.0e-06,0.082
10.000,0.000,0.000,2.725,3287.345,0.5,3.4e-05,0.845
10.000,0.000,0.000,2.707,3144.827,0.6,4.5e-05,0.826
10.000,0.000,0.000,2.717,2962.225,0.7,6.1e-05,0.803
10.000,0.000,0.000,5.000,2242.613,0.8,7.3e-05,0.756
10.000,0.000,0.000,0.000,333.466,0.0,1.0e-06,0.024
