X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
150.000,0.000,0.000,6.636,20.691,0.0,1.0e-06,0.100
150.000,0.000,0.000,7.901,26.467,0.2,1.1e-04,0.499
150.000,0.000,0.000,9.386,14.673,0.4,1.2e-04,0.369
150.000,0.000,0.000,8.284,18.828,0.4,1.1e-04,0.419
150.000,0.000,0.000,8.030,25.776,0.3,1.0e-04,0.479
150.000,0.000,0.000,0.000,30.779,0.3,9.9e-05,0.503
