X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
150.000,0.000,0.000,6.830,20.440,0.0,1.0e-06,0.100
150.000,0.000,0.000,7.364,24.671,0.2,1.1e-04,0.491
150.000,0.000,0.000,9.196,14.098,0.4,1.2e-04,0.370
150.000,0.000,0.000,8.397,16.969,0.4,1.1e-04,0.395
150.000,0.000,0.000,8.041,24.635,0.3,1.0e-04,0.472
150.000,0.000,0.000,0.000,30.748,0.3,9.9e-05,0.503
