X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
152.024,404.211,6.721,20.555,0.0,1e-06,0.1
152.024,404.211,7.719,25.799,0.2,0.00011,0.498
152.024,404.211,9.389,14.468,0.4,0.00012,0.369
152.024,404.211,8.329,18.046,0.4,0.00011,0.41
152.024,404.211,8.034,25.39,0.3,0.0001,0.477
152.024,404.211,0.0,30.804,0.3,9.9e-05,0.503
