time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.263783250e-03,2.275008000e-03,3.125184000e-06,2.047507200e-04,1.821151176e+01,1.818000000e+01
6.070000e-06,1.405653838e-03,1.346899200e-03,1.808198400e-06,1.212209280e-04,1.853598854e+01,1.908000000e+01
7.080000e-06,9.288756868e-04,8.900608000e-04,1.198380800e-06,8.010547200e-05,1.890407069e+01,1.946000000e+01
8.520000e-06,5.677899184e-04,5.447424000e-04,7.596480000e-07,4.902681600e-05,1.927782572e+01,1.983000000e+01
1.053000e-05,3.297446053e-04,3.259008000e-04,4.161664000e-07,2.933107200e-05,1.945733730e+01,1.961000000e+01
1.255000e-05,2.181231524e-04,2.230137600e-04,3.324608000e-07,2.007123840e-05,1.912971232e+01,1.886000000e+01
1.456000e-05,1.598379819e-04,1.681459200e-04,2.598547200e-07,1.513313280e-05,1.837356975e+01,1.777000000e+01
1.744000e-05,1.143391403e-04,1.234067200e-04,1.644723200e-07,1.110660480e-05,1.700363380e+01,1.616000000e+01
2.146000e-05,8.157421604e-05,8.918976000e-05,1.351360000e-07,8.027078400e-06,1.507177344e+01,1.420000000e+01
2.549000e-05,6.293422532e-05,6.874880000e-05,1.135142400e-07,6.187392000e-06,1.344956298e+01,1.268000000e+01
2.950000e-05,5.084326847e-05,5.484160000e-05,8.853376000e-08,4.935744000e-06,1.215411920e+01,1.155000000e+01
3.528000e-05,3.918106524e-05,4.130176000e-05,6.570496000e-08,3.717158400e-06,1.073125971e+01,1.036000000e+01
4.330000e-05,2.902463371e-05,2.962496000e-05,4.775680000e-08,2.666246400e-06,9.316615380e+00,9.190000000e+00
5.140000e-05,2.244204049e-05,2.209670400e-05,4.696960000e-08,1.988703360e-06,8.310026328e+00,8.400000000e+00
5.941000e-05,1.787870076e-05,1.691955200e-05,5.287360000e-08,1.522759680e-06,7.596133723e+00,7.880000000e+00
7.095000e-05,1.306344182e-05,1.210188800e-05,2.341132800e-08,1.089169920e-06,6.965571413e+00,7.330000000e+00
8.707000e-05,8.946671092e-06,8.087168000e-06,1.673849600e-08,7.278451200e-07,6.373244853e+00,6.820000000e+00
1.031600e-04,6.255488371e-06,5.675712000e-06,1.913683200e-08,5.108140800e-07,6.098496646e+00,6.510000000e+00
1.192200e-04,4.418363629e-06,4.195776000e-06,1.882982400e-08,3.776198400e-07,6.041707000e+00,6.250000000e+00
1.423300e-04,2.639709002e-06,2.818176000e-06,1.073740800e-08,2.536358400e-07,6.339442123e+00,6.070000000e+00
1.745400e-04,1.313982469e-06,1.771724800e-06,8.131776000e-09,1.594552320e-07,7.183969709e+00,5.890000000e+00
