time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.204906930e-03,2.275008000e-03,3.125184000e-06,6.825024000e-05,1.853427996e+01,1.818000000e+01
6.070000e-06,1.360442104e-03,1.346899200e-03,1.808198400e-06,4.040697600e-05,1.894441931e+01,1.908000000e+01
7.080000e-06,9.002117631e-04,8.900608000e-04,1.198380800e-06,2.670182400e-05,1.930325764e+01,1.946000000e+01
8.520000e-06,5.575150054e-04,5.447424000e-04,7.596480000e-07,1.634227200e-05,1.951396225e+01,1.983000000e+01
1.053000e-05,3.325154668e-04,3.259008000e-04,4.161664000e-07,9.777024000e-06,1.934909424e+01,1.961000000e+01
1.255000e-05,2.258027551e-04,2.230137600e-04,3.324608000e-07,6.690412800e-06,1.869347859e+01,1.886000000e+01
1.456000e-05,1.687091864e-04,1.681459200e-04,2.598547200e-07,5.044377600e-06,1.772369958e+01,1.777000000e+01
1.744000e-05,1.225425968e-04,1.234067200e-04,1.644723200e-07,3.702201600e-06,1.623604721e+01,1.616000000e+01
2.146000e-05,8.775700398e-05,8.918976000e-05,1.351360000e-07,2.675692800e-06,1.435528341e+01,1.420000000e+01
2.549000e-05,6.730103686e-05,6.874880000e-05,1.135142400e-07,2.062464000e-06,1.286130182e+01,1.268000000e+01
2.950000e-05,5.377022077e-05,5.484160000e-05,8.853376000e-08,1.645248000e-06,1.170894914e+01,1.155000000e+01
3.528000e-05,4.056255070e-05,4.130176000e-05,6.570496000e-08,1.239052800e-06,1.048619735e+01,1.036000000e+01
4.330000e-05,2.896321337e-05,2.962496000e-05,4.775680000e-08,8.887488000e-07,9.329782142e+00,9.190000000e+00
5.140000e-05,2.156364712e-05,2.209670400e-05,4.696960000e-08,6.629011200e-07,8.534193456e+00,8.400000000e+00
5.941000e-05,1.667166241e-05,1.691955200e-05,5.287360000e-08,5.075865600e-07,7.958489241e+00,7.880000000e+00
7.095000e-05,1.188709399e-05,1.210188800e-05,2.341132800e-08,3.630566400e-07,7.417849682e+00,7.330000000e+00
8.707000e-05,8.215151598e-06,8.087168000e-06,1.673849600e-08,2.426150400e-07,6.746179050e+00,6.820000000e+00
1.031600e-04,5.972237159e-06,5.675712000e-06,1.913683200e-08,1.702713600e-07,6.289829983e+00,6.510000000e+00
1.192200e-04,4.455083643e-06,4.195776000e-06,1.882982400e-08,1.258732800e-07,6.008462963e+00,6.250000000e+00
1.423300e-04,2.917830893e-06,2.818176000e-06,1.073740800e-08,8.454528000e-08,5.929913132e+00,6.070000000e+00
1.745400e-04,1.656382001e-06,1.771724800e-06,8.131776000e-09,5.315174400e-08,6.156263562e+00,5.890000000e+00
