time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.256023547e-03,2.275008000e-03,3.125184000e-06,1.592505600e-04,1.825324745e+01,1.818000000e+01
6.070000e-06,1.397897013e-03,1.346899200e-03,1.808198400e-06,9.428294400e-05,1.860449514e+01,1.908000000e+01
7.080000e-06,9.233894790e-04,8.900608000e-04,1.198380800e-06,6.230425600e-05,1.897887425e+01,1.946000000e+01
8.520000e-06,5.656413610e-04,5.447424000e-04,7.596480000e-07,3.813196800e-05,1.932661204e+01,1.983000000e+01
1.053000e-05,3.303151418e-04,3.259008000e-04,4.161664000e-07,2.281305600e-05,1.943492574e+01,1.961000000e+01
1.255000e-05,2.198288449e-04,2.230137600e-04,3.324608000e-07,1.561096320e-05,1.903062994e+01,1.886000000e+01
1.456000e-05,1.618661731e-04,1.681459200e-04,2.598547200e-07,1.177021440e-05,1.821976628e+01,1.777000000e+01
1.744000e-05,1.162663389e-04,1.234067200e-04,1.644723200e-07,8.638470400e-06,1.681521249e+01,1.616000000e+01
2.146000e-05,8.307307857e-05,8.918976000e-05,1.351360000e-07,6.243283200e-06,1.488993355e+01,1.420000000e+01
2.549000e-05,6.402994411e-05,6.874880000e-05,1.135142400e-07,4.812416000e-06,1.329568401e+01,1.268000000e+01
2.950000e-05,5.161304048e-05,5.484160000e-05,8.853376000e-08,3.838912000e-06,1.203297008e+01,1.155000000e+01
3.528000e-05,3.958664221e-05,4.130176000e-05,6.570496000e-08,2.891123200e-06,1.065783734e+01,1.036000000e+01
4.330000e-05,2.904999897e-05,2.962496000e-05,4.775680000e-08,2.073747200e-06,9.311191333e+00,9.190000000e+00
5.140000e-05,2.221999003e-05,2.209670400e-05,4.696960000e-08,1.546769280e-06,8.365297442e+00,8.400000000e+00
5.941000e-05,1.753513276e-05,1.691955200e-05,5.287360000e-08,1.184368640e-06,7.695033821e+00,7.880000000e+00
7.095000e-05,1.269934364e-05,1.210188800e-05,2.341132800e-08,8.471321600e-07,7.098081410e+00,7.330000000e+00
8.707000e-05,8.707310237e-06,8.087168000e-06,1.673849600e-08,5.661017600e-07,6.489514982e+00,6.820000000e+00
1.031600e-04,6.157032856e-06,5.675712000e-06,1.913683200e-08,3.972998400e-07,6.163337583e+00,6.510000000e+00
1.192200e-04,4.424639316e-06,4.195776000e-06,1.882982400e-08,2.937043200e-07,6.035992812e+00,6.250000000e+00
1.423300e-04,2.724551779e-06,2.818176000e-06,1.073740800e-08,1.972723200e-07,6.207142268e+00,6.070000000e+00
1.745400e-04,1.417459252e-06,1.771724800e-06,8.131776000e-09,1.240207360e-07,6.829944129e+00,5.890000000e+00
