time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.229328965e-03,2.275008000e-03,3.125184000e-06,1.137504000e-04,1.839867104e+01,1.818000000e+01
6.070000e-06,1.376094692e-03,1.346899200e-03,1.808198400e-06,6.734496000e-05,1.880048823e+01,1.908000000e+01
7.080000e-06,9.087025345e-04,8.900608000e-04,1.198380800e-06,4.450304000e-05,1.918282523e+01,1.946000000e+01
8.520000e-06,5.594918303e-04,5.447424000e-04,7.596480000e-07,2.723712000e-05,1.946797000e+01,1.983000000e+01
1.053000e-05,3.308008877e-04,3.259008000e-04,4.161664000e-07,1.629504000e-05,1.941589567e+01,1.961000000e+01
1.255000e-05,2.230912769e-04,2.230137600e-04,3.324608000e-07,1.115068800e-05,1.884464194e+01,1.886000000e+01
1.456000e-05,1.659855973e-04,1.681459200e-04,2.598547200e-07,8.407296000e-06,1.791705377e+01,1.777000000e+01
1.744000e-05,1.202933097e-04,1.234067200e-04,1.644723200e-07,6.170336000e-06,1.643781325e+01,1.616000000e+01
2.146000e-05,8.625507727e-05,8.918976000e-05,1.351360000e-07,4.459488000e-06,1.452144555e+01,1.420000000e+01
2.549000e-05,6.636448108e-05,6.874880000e-05,1.135142400e-07,3.437440000e-06,1.298202072e+01,1.268000000e+01
2.950000e-05,5.323961064e-05,5.484160000e-05,8.853376000e-08,2.742080000e-06,1.178661828e+01,1.155000000e+01
3.528000e-05,4.041976099e-05,4.130176000e-05,6.570496000e-08,2.065088000e-06,1.051087902e+01,1.036000000e+01
4.330000e-05,2.910502034e-05,2.962496000e-05,4.775680000e-08,1.481248000e-06,9.299452785e+00,9.190000000e+00
5.140000e-05,2.180830830e-05,2.209670400e-05,4.696960000e-08,1.104835200e-06,8.470245059e+00,8.400000000e+00
5.941000e-05,1.691424119e-05,1.691955200e-05,5.287360000e-08,8.459776000e-07,7.882214073e+00,7.880000000e+00
7.095000e-05,1.205724211e-05,1.210188800e-05,2.341132800e-08,6.050944000e-07,7.347898893e+00,7.330000000e+00
8.707000e-05,8.285600532e-06,8.087168000e-06,1.673849600e-08,4.043584000e-07,6.707884729e+00,6.820000000e+00
1.031600e-04,5.981058953e-06,5.675712000e-06,1.913683200e-08,2.837856000e-07,6.283643650e+00,6.510000000e+00
1.192200e-04,4.433028830e-06,4.195776000e-06,1.882982400e-08,2.097888000e-07,6.028374991e+00,6.250000000e+00
1.423300e-04,2.873442786e-06,2.818176000e-06,1.073740800e-08,1.409088000e-07,5.990826020e+00,6.070000000e+00
1.745400e-04,1.601675081e-06,1.771724800e-06,8.131776000e-09,8.858624000e-08,6.295659925e+00,5.890000000e+00
